order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method,product_name,category,cost,age,gender,city,customer_segment,signup_date,profit,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
O02308,C0458,P092,2024-04-06,5,11001,55005,Card,Product_92,Electronics,44541,30,Female,Hyderabad,Premium,2024-01-24,-167700,31,12,1348567,3,4,5,12,Loyal Customers
O02309,C0106,P040,2024-01-14,2,7612,15224,UPI,Product_40,Sports,5618,43,Male,Bangalore,Regular,2024-04-17,3988,25,9,634778,3,2,2,7,Potential Loyal
O02310,C0400,P017,2024-02-05,5,23840,119200,Cash,Product_17,Home,1249,38,Female,Bangalore,Regular,2024-11-04,112955,78,12,1233437,1,4,5,10,Loyal Customers
O02311,C0446,P041,2024-04-16,2,44133,88266,Card,Product_41,Electronics,7853,28,Female,Hyderabad,Budget,2024-06-09,72560,2,5,308945,5,1,1,7,Potential Loyal
O02312,C0156,P021,2024-04-29,4,18765,75060,Card,Product_21,Home,31000,33,Female,Hyderabad,Budget,2024-12-08,-48940,20,12,1144758,3,4,4,11,Loyal Customers
O02313,C0396,P046,2024-08-13,1,9998,9998,UPI,Product_46,Beauty,34601,43,Female,Pune,Regular,2024-04-05,-24603,6,16,1273445,5,5,5,15,Champions
O02314,C0428,P049,2024-04-16,1,30094,30094,Net Banking,Product_49,Electronics,32535,28,Male,Bangalore,Budget,2024-04-25,-2441,18,16,1409309,4,5,5,14,Champions
O02315,C0026,P058,2024-04-11,4,27160,108640,Card,Product_58,Home,26448,50,Female,Delhi,Premium,2024-02-26,2848,10,16,1640937,4,5,5,14,Champions
O02316,C0395,P049,2024-03-04,5,54379,271895,UPI,Product_49,Electronics,32535,39,Female,Delhi,Regular,2024-08-11,109220,14,11,1040126,4,3,4,11,Loyal Customers
O02317,C0497,P023,2024-09-21,5,38899,194495,UPI,Product_23,Sports,45462,39,Female,Pune,Budget,2024-10-05,-32815,29,12,1364465,3,4,5,12,Loyal Customers
O02318,C0084,P097,2024-09-07,2,8887,17774,Cash,Product_97,Sports,9683,27,Female,Mumbai,Premium,2024-06-06,-1592,34,14,1162986,2,5,4,11,Loyal Customers
O02319,C0384,P041,2024-04-17,4,13516,54064,UPI,Product_41,Electronics,7853,51,Male,Pune,Regular,2024-01-23,22652,38,8,970073,2,2,3,7,Potential Loyal
O02320,C0410,P065,2024-05-10,3,32324,96972,UPI,Product_65,Home,2579,51,Female,Pune,Regular,2024-11-28,89235,1,13,972880,5,4,3,12,Loyal Customers
O02321,C0484,P059,2024-07-13,1,1475,1475,Net Banking,Product_59,Fashion,697,40,Female,Chennai,Regular,2024-09-02,778,57,14,1140808,1,5,4,10,Loyal Customers
O02322,C0205,P013,2024-06-07,3,24618,73854,UPI,Product_13,Beauty,15935,44,Male,Mumbai,Budget,2024-07-04,26049,8,13,974864,5,4,3,12,Loyal Customers
O02323,C0223,P084,2024-12-25,3,16031,48093,UPI,Product_84,Fashion,18564,50,Female,Delhi,Regular,2024-02-21,-7599,6,15,885451,5,5,3,13,Champions
O02324,C0334,P083,2024-08-29,4,58405,233620,UPI,Product_83,Fashion,23185,46,Female,Chennai,Regular,2024-03-18,140880,99,7,968498,1,1,3,5,At Risk
O02325,C0488,P036,2024-03-13,3,3973,11919,Card,Product_36,Sports,16717,51,Male,Chennai,Premium,2024-01-27,-38232,22,13,948053,3,4,3,10,Loyal Customers
O02326,C0091,P073,2024-09-22,1,9385,9385,Card,Product_73,Fashion,8274,30,Female,Bangalore,Regular,2024-04-26,1111,12,14,1498058,4,5,5,14,Champions
O02327,C0072,P089,2024-01-20,4,50957,203828,UPI,Product_89,Electronics,4909,40,Male,Mumbai,Regular,2024-05-25,184192,113,10,1106682,1,3,4,8,Potential Loyal
O02328,C0306,P027,2024-11-12,3,25359,76077,Net Banking,Product_27,Sports,24587,19,Male,Chennai,Budget,2024-04-20,2316,5,12,1444389,5,4,5,14,Champions
O02329,C0422,P021,2024-03-30,4,12299,49196,Card,Product_21,Home,31000,37,Female,Chennai,Budget,2024-09-02,-74804,60,9,955497,1,2,3,6,At Risk
O02330,C0380,P086,2024-02-26,2,24925,49850,Card,Product_86,Beauty,2611,56,Male,Chennai,Budget,2024-10-21,44628,63,14,843995,1,5,3,9,Potential Loyal
O02331,C0016,P064,2024-07-25,2,21058,42116,Cash,Product_64,Beauty,5023,31,Female,Chennai,Budget,2024-11-27,32070,75,13,1063693,1,4,4,9,Potential Loyal
O02332,C0466,P034,2024-01-15,5,22041,110205,UPI,Product_34,Sports,31356,58,Male,Hyderabad,Regular,2024-05-15,-46575,59,7,797077,1,1,2,4,At Risk
O02333,C0170,P004,2024-03-14,4,3242,12968,Net Banking,Product_4,Sports,12001,35,Female,Delhi,Premium,2024-05-31,-35036,64,12,1149748,1,4,4,9,Potential Loyal
O02334,C0024,P070,2024-11-02,4,50971,203884,Card,Product_70,Electronics,25118,52,Female,Chennai,Budget,2024-08-07,103412,5,12,1671125,5,4,5,14,Champions
O02335,C0081,P013,2024-04-24,1,23850,23850,UPI,Product_13,Beauty,15935,65,Female,Hyderabad,Budget,2024-08-06,7915,33,9,1147144,3,2,4,9,Potential Loyal
O02336,C0215,P009,2024-08-25,1,32174,32174,Net Banking,Product_9,Fashion,12609,30,Male,Delhi,Regular,2024-07-31,19565,1,18,1794341,5,5,5,15,Champions
O02337,C0439,P069,2024-11-04,4,9808,39232,UPI,Product_69,Beauty,29895,21,Male,Pune,Regular,2024-09-04,-80348,47,7,449241,2,1,1,4,At Risk
O02338,C0160,P061,2024-05-11,4,59952,239808,Card,Product_61,Beauty,3468,53,Male,Hyderabad,Premium,2024-02-13,225936,108,12,1610281,1,4,5,10,Loyal Customers
O02339,C0166,P085,2024-11-10,5,24958,124790,UPI,Product_85,Electronics,48015,45,Female,Bangalore,Budget,2024-08-20,-115285,50,9,881013,2,2,3,7,Potential Loyal
O02340,C0245,P064,2024-03-05,5,13863,69315,Card,Product_64,Beauty,5023,56,Female,Bangalore,Premium,2024-11-06,44200,16,14,782396,4,5,2,11,Loyal Customers
O02341,C0264,P017,2024-12-03,2,15781,31562,UPI,Product_17,Home,1249,60,Female,Hyderabad,Budget,2024-03-20,29064,28,5,387749,3,1,1,5,At Risk
O02342,C0381,P013,2024-11-10,4,19500,78000,UPI,Product_13,Beauty,15935,33,Male,Bangalore,Regular,2024-01-01,14260,51,7,611598,2,1,2,5,At Risk
O02343,C0128,P029,2024-12-03,3,13099,39297,Cash,Product_29,Beauty,9253,54,Female,Pune,Premium,2024-06-29,11538,21,10,711848,3,3,2,8,Potential Loyal
O02344,C0169,P091,2024-10-29,4,44801,179204,Cash,Product_91,Sports,29757,62,Male,Mumbai,Premium,2024-09-04,60176,2,8,751990,5,2,2,9,Potential Loyal
O02345,C0390,P017,2024-07-10,3,28657,85971,Card,Product_17,Home,1249,48,Male,Mumbai,Premium,2024-08-22,82224,174,7,493504,1,1,1,3,At Risk
O02346,C0297,P095,2024-07-16,1,50016,50016,UPI,Product_95,Sports,15857,45,Male,Bangalore,Budget,2024-06-08,34159,29,6,576660,3,1,1,5,At Risk
O02347,C0407,P026,2024-03-14,2,1938,3876,UPI,Product_26,Home,42358,59,Female,Bangalore,Regular,2024-10-17,-80840,28,6,380753,3,1,1,5,At Risk
O02348,C0428,P031,2024-06-14,2,27002,54004,UPI,Product_31,Sports,49503,28,Male,Bangalore,Budget,2024-04-25,-45002,18,16,1409309,4,5,5,14,Champions
O02349,C0293,P062,2024-06-25,4,57208,228832,Card,Product_62,Electronics,23079,48,Male,Delhi,Premium,2024-02-17,136516,32,15,1434462,3,5,5,13,Champions
O02350,C0322,P074,2024-04-19,4,30629,122516,Net Banking,Product_74,Beauty,35709,54,Female,Hyderabad,Regular,2024-12-29,-20320,50,11,1176106,2,3,4,9,Potential Loyal
O02351,C0319,P034,2024-03-01,5,29826,149130,Cash,Product_34,Sports,31356,52,Male,Hyderabad,Budget,2024-12-08,-7650,8,8,865530,5,2,3,10,Loyal Customers
O02352,C0336,P099,2024-06-21,5,23108,115540,Card,Product_99,Sports,48440,37,Female,Hyderabad,Premium,2024-06-29,-126660,20,7,495983,3,1,1,5,At Risk
O02353,C0131,P044,2024-10-08,4,51594,206376,Net Banking,Product_44,Fashion,35670,45,Female,Delhi,Regular,2024-06-21,63696,84,9,968676,1,2,3,6,At Risk
O02354,C0340,P013,2024-09-22,3,51021,153063,Cash,Product_13,Beauty,15935,42,Female,Hyderabad,Budget,2024-01-22,105258,35,11,1202470,2,3,4,9,Potential Loyal
O02355,C0033,P047,2024-01-14,4,43093,172372,Card,Product_47,Fashion,8117,50,Male,Hyderabad,Premium,2024-11-16,139904,0,9,1063192,5,2,4,11,Loyal Customers
O02356,C0049,P030,2024-02-26,4,55399,221596,UPI,Product_30,Beauty,10539,30,Male,Delhi,Budget,2024-08-08,179440,95,9,1019295,1,2,4,7,Potential Loyal
O02357,C0282,P092,2024-06-26,3,9277,27831,Cash,Product_92,Electronics,44541,37,Female,Chennai,Premium,2024-02-01,-105792,37,6,398240,2,1,1,4,At Risk
O02358,C0232,P056,2024-09-15,5,6437,32185,Card,Product_56,Home,44590,20,Female,Delhi,Regular,2024-07-02,-190765,16,12,697486,4,4,2,10,Loyal Customers
O02359,C0204,P066,2024-12-14,2,10287,20574,Card,Product_66,Fashion,27295,43,Male,Chennai,Budget,2024-08-24,-34016,17,14,742347,4,5,2,11,Loyal Customers
O02360,C0398,P003,2024-06-30,2,49064,98128,Card,Product_3,Fashion,44697,23,Female,Delhi,Regular,2024-11-04,8734,92,7,693115,1,1,2,4,At Risk
O02361,C0289,P068,2024-09-29,5,4079,20395,Cash,Product_68,Beauty,25040,64,Male,Pune,Regular,2024-04-26,-104805,67,12,939317,1,4,3,8,Potential Loyal
O02362,C0277,P030,2024-07-10,5,11928,59640,Card,Product_30,Beauty,10539,55,Female,Delhi,Premium,2024-05-15,6945,72,11,1027704,1,3,4,8,Potential Loyal
O02363,C0052,P088,2024-11-20,2,42609,85218,Card,Product_88,Fashion,16272,24,Male,Mumbai,Premium,2024-10-01,52674,41,17,1364625,2,5,5,12,Loyal Customers
O02364,C0432,P097,2024-11-08,2,36443,72886,Net Banking,Product_97,Sports,9683,55,Male,Mumbai,Budget,2024-11-15,53520,53,11,1060623,2,3,4,9,Potential Loyal
O02365,C0440,P026,2024-07-24,3,4205,12615,Cash,Product_26,Home,42358,47,Male,Bangalore,Budget,2024-03-14,-114459,4,9,578031,5,2,1,8,Potential Loyal
O02366,C0200,P067,2024-08-31,4,59572,238288,Net Banking,Product_67,Beauty,9375,44,Female,Bangalore,Budget,2024-02-23,200788,42,8,752507,2,2,2,6,At Risk
O02367,C0165,P018,2024-02-08,3,1023,3069,Cash,Product_18,Home,43339,41,Female,Hyderabad,Budget,2024-06-25,-126948,48,11,665299,2,3,2,7,Potential Loyal
O02368,C0363,P072,2024-11-09,3,14680,44040,UPI,Product_72,Home,9215,52,Male,Bangalore,Regular,2024-04-09,16395,52,10,639357,2,3,2,7,Potential Loyal
O02369,C0031,P097,2024-03-14,4,10194,40776,Net Banking,Product_97,Sports,9683,59,Female,Delhi,Regular,2024-08-10,2044,5,10,957206,5,3,3,11,Loyal Customers
O02370,C0422,P021,2024-03-22,2,26640,53280,Net Banking,Product_21,Home,31000,37,Female,Chennai,Budget,2024-09-02,-8720,60,9,955497,1,2,3,6,At Risk
O02371,C0201,P076,2024-06-28,2,17290,34580,UPI,Product_76,Fashion,48200,28,Female,Pune,Budget,2024-09-10,-61820,11,14,1073175,4,5,4,13,Champions
O02372,C0116,P036,2024-07-24,2,59499,118998,UPI,Product_36,Sports,16717,29,Female,Delhi,Budget,2024-05-07,85564,29,11,1145851,3,3,4,10,Loyal Customers
O02373,C0372,P095,2024-03-18,5,45060,225300,Card,Product_95,Sports,15857,41,Male,Delhi,Regular,2024-02-20,146015,0,10,1505147,5,3,5,13,Champions
O02374,C0228,P019,2024-06-16,3,50845,152535,UPI,Product_19,Fashion,45901,52,Male,Hyderabad,Premium,2024-04-30,14832,40,6,580757,2,1,1,4,At Risk
O02375,C0327,P016,2024-09-25,5,21392,106960,UPI,Product_16,Sports,38672,23,Female,Bangalore,Budget,2024-06-22,-86400,60,8,946933,1,2,3,6,At Risk
O02376,C0396,P081,2024-04-28,5,31874,159370,Net Banking,Product_81,Fashion,25356,43,Female,Pune,Regular,2024-04-05,32590,6,16,1273445,5,5,5,15,Champions
O02377,C0153,P016,2024-11-08,5,49687,248435,Net Banking,Product_16,Sports,38672,59,Female,Hyderabad,Budget,2024-09-04,55075,4,9,1275412,5,2,5,12,Loyal Customers
O02378,C0079,P010,2024-05-19,3,58359,175077,UPI,Product_10,Home,31790,58,Female,Bangalore,Premium,2024-01-02,79707,3,13,1206042,5,4,4,13,Champions
O02379,C0196,P033,2024-08-26,1,42084,42084,Net Banking,Product_33,Sports,46502,23,Male,Chennai,Budget,2024-10-27,-4418,42,10,975851,2,3,4,9,Potential Loyal
O02380,C0300,P022,2024-05-29,4,50706,202824,Card,Product_22,Beauty,10967,53,Female,Delhi,Regular,2024-10-20,158956,13,16,1409744,4,5,5,14,Champions
O02381,C0268,P014,2024-11-04,1,48956,48956,Cash,Product_14,Home,49898,61,Female,Hyderabad,Budget,2024-07-02,-942,57,10,1050105,1,3,4,8,Potential Loyal
O02382,C0124,P086,2024-12-25,4,55834,223336,Net Banking,Product_86,Beauty,2611,26,Male,Mumbai,Regular,2024-12-21,212892,3,11,1254720,5,3,5,13,Champions
O02383,C0216,P008,2024-05-23,1,57699,57699,Cash,Product_8,Electronics,26769,39,Female,Delhi,Regular,2024-06-01,30930,37,9,638955,2,2,2,6,At Risk
O02384,C0464,P033,2024-08-02,5,22550,112750,Cash,Product_33,Sports,46502,48,Male,Bangalore,Regular,2024-12-10,-119760,53,11,1027547,2,3,4,9,Potential Loyal
O02385,C0183,P011,2024-12-31,1,7627,7627,Net Banking,Product_11,Electronics,16756,31,Male,Bangalore,Budget,2024-02-11,-9129,0,5,580427,5,1,1,7,Potential Loyal
O02386,C0125,P075,2024-10-29,4,15508,62032,Net Banking,Product_75,Fashion,35158,27,Male,Delhi,Regular,2024-07-27,-78600,12,10,672214,4,3,2,9,Potential Loyal
O02387,C0341,P035,2024-12-28,1,52178,52178,Net Banking,Product_35,Fashion,44022,46,Male,Bangalore,Budget,2024-08-31,8156,3,7,297960,5,1,1,7,Potential Loyal
O02388,C0288,P078,2024-11-06,5,25629,128145,Net Banking,Product_78,Beauty,20053,24,Male,Chennai,Budget,2024-10-09,27880,6,16,1800035,5,5,5,15,Champions
O02389,C0022,P078,2024-11-25,1,39688,39688,UPI,Product_78,Beauty,20053,31,Female,Pune,Budget,2024-08-22,19635,0,19,1078497,5,5,4,14,Champions
O02390,C0295,P013,2024-05-02,1,51071,51071,Cash,Product_13,Beauty,15935,26,Male,Hyderabad,Budget,2024-10-14,35136,91,11,911331,1,3,3,7,Potential Loyal
O02391,C0298,P087,2024-07-20,5,28645,143225,UPI,Product_87,Electronics,40799,40,Male,Hyderabad,Budget,2024-04-18,-60770,44,10,1058634,2,3,4,9,Potential Loyal
O02392,C0178,P083,2024-08-23,4,56851,227404,UPI,Product_83,Fashion,23185,61,Male,Mumbai,Premium,2024-10-15,134664,25,8,743758,3,2,2,7,Potential Loyal
O02393,C0482,P052,2024-01-14,4,44848,179392,Card,Product_52,Sports,9147,61,Female,Pune,Regular,2024-03-15,142804,8,7,1246729,5,1,5,11,Loyal Customers
O02394,C0291,P024,2024-06-17,1,42321,42321,UPI,Product_24,Home,46608,64,Male,Bangalore,Regular,2024-06-09,-4287,35,13,839575,2,4,3,9,Potential Loyal
O02395,C0150,P053,2024-08-21,1,48779,48779,Cash,Product_53,Beauty,27725,50,Female,Delhi,Regular,2024-09-07,21054,43,10,693800,2,3,2,7,Potential Loyal
O02396,C0184,P088,2024-05-07,3,24093,72279,Cash,Product_88,Fashion,16272,28,Male,Mumbai,Budget,2024-02-08,23463,109,8,676744,1,2,2,5,At Risk
O02397,C0229,P007,2024-12-23,3,31028,93084,Cash,Product_7,Electronics,21991,58,Female,Mumbai,Budget,2024-02-16,27111,8,9,968263,5,2,3,10,Loyal Customers
O02398,C0394,P021,2024-10-07,2,37600,75200,Cash,Product_21,Home,31000,30,Female,Bangalore,Premium,2024-12-01,13200,13,9,754841,4,2,2,8,Potential Loyal
O02399,C0380,P052,2024-03-29,3,52181,156543,Net Banking,Product_52,Sports,9147,56,Male,Chennai,Budget,2024-10-21,129102,63,14,843995,1,5,3,9,Potential Loyal
O02400,C0439,P012,2024-11-11,3,24055,72165,Card,Product_12,Beauty,17590,21,Male,Pune,Regular,2024-09-04,19395,47,7,449241,2,1,1,4,At Risk
O02401,C0163,P040,2024-02-16,1,48313,48313,Net Banking,Product_40,Sports,5618,46,Male,Delhi,Regular,2024-04-23,42695,29,11,1158959,3,3,4,10,Loyal Customers
O02402,C0161,P080,2024-04-05,4,42908,171632,Net Banking,Product_80,Sports,28295,33,Female,Pune,Budget,2024-05-03,58452,22,14,1582107,3,5,5,13,Champions
O02403,C0104,P034,2024-06-21,4,23976,95904,Net Banking,Product_34,Sports,31356,53,Male,Mumbai,Regular,2024-12-06,-29520,43,13,1363984,2,4,5,11,Loyal Customers
O02404,C0459,P047,2024-06-14,2,12045,24090,UPI,Product_47,Fashion,8117,20,Male,Chennai,Regular,2024-08-30,7856,23,6,645085,3,1,2,6,At Risk
O02405,C0058,P025,2024-09-16,5,21350,106750,Cash,Product_25,Electronics,45738,42,Male,Pune,Regular,2024-08-20,-121940,38,17,1315778,2,5,5,12,Loyal Customers
O02406,C0388,P072,2024-07-22,5,12659,63295,UPI,Product_72,Home,9215,26,Male,Bangalore,Budget,2024-06-22,17220,40,16,1061392,2,5,4,11,Loyal Customers
O02407,C0102,P012,2024-11-02,1,47639,47639,Net Banking,Product_12,Beauty,17590,25,Female,Hyderabad,Regular,2024-12-07,30049,30,13,944650,3,4,3,10,Loyal Customers
O02408,C0437,P034,2024-06-23,2,47916,95832,Cash,Product_34,Sports,31356,36,Female,Pune,Premium,2024-12-16,33120,50,6,503133,2,1,1,4,At Risk
O02409,C0204,P018,2024-05-30,4,7791,31164,UPI,Product_18,Home,43339,43,Male,Chennai,Budget,2024-08-24,-142192,17,14,742347,4,5,2,11,Loyal Customers
O02410,C0166,P029,2024-01-21,4,55141,220564,Card,Product_29,Beauty,9253,45,Female,Bangalore,Budget,2024-08-20,183552,50,9,881013,2,2,3,7,Potential Loyal
O02411,C0281,P020,2024-09-10,3,2727,8181,Card,Product_20,Electronics,4571,57,Male,Chennai,Budget,2024-09-23,-5532,51,10,635743,2,3,2,7,Potential Loyal
O02412,C0427,P089,2024-04-25,2,17079,34158,Net Banking,Product_89,Electronics,4909,21,Male,Hyderabad,Premium,2024-06-04,24340,62,11,1138292,1,3,4,8,Potential Loyal
O02413,C0332,P028,2024-05-31,2,1813,3626,Card,Product_28,Fashion,14973,29,Male,Chennai,Premium,2024-03-31,-26320,32,11,612614,3,3,2,8,Potential Loyal
O02414,C0494,P003,2024-08-12,5,32671,163355,Net Banking,Product_3,Fashion,44697,29,Female,Mumbai,Premium,2024-07-22,-60130,44,11,1229894,2,3,5,10,Loyal Customers
O02415,C0285,P071,2024-07-30,5,13598,67990,Card,Product_71,Sports,45243,56,Male,Delhi,Premium,2024-05-20,-158225,36,9,727659,2,2,2,6,At Risk
O02416,C0435,P067,2024-11-17,5,27189,135945,Net Banking,Product_67,Beauty,9375,59,Male,Hyderabad,Regular,2024-11-12,89070,44,8,522867,2,2,1,5,At Risk
O02417,C0383,P034,2024-05-14,3,53653,160959,Net Banking,Product_34,Sports,31356,29,Male,Hyderabad,Regular,2024-02-04,66891,2,10,1100681,5,3,4,12,Loyal Customers
O02418,C0190,P047,2024-10-03,2,21981,43962,Cash,Product_47,Fashion,8117,32,Male,Bangalore,Premium,2024-02-06,27728,3,13,822819,5,4,3,12,Loyal Customers
O02419,C0040,P089,2024-12-25,2,22080,44160,Card,Product_89,Electronics,4909,51,Female,Mumbai,Budget,2024-12-19,34342,5,11,1114971,5,3,4,12,Loyal Customers
O02420,C0408,P069,2024-02-19,5,9438,47190,Net Banking,Product_69,Beauty,29895,20,Male,Chennai,Regular,2024-07-08,-102285,50,9,681046,2,2,2,6,At Risk
O02421,C0275,P041,2024-11-05,1,53904,53904,Card,Product_41,Electronics,7853,52,Female,Mumbai,Premium,2024-12-04,46051,19,8,633754,4,2,2,8,Potential Loyal
O02422,C0369,P045,2024-04-24,5,54810,274050,Net Banking,Product_45,Home,11283,50,Male,Pune,Premium,2024-04-23,217635,8,10,1161416,5,3,4,12,Loyal Customers
O02423,C0138,P074,2024-11-12,1,31162,31162,Net Banking,Product_74,Beauty,35709,23,Female,Delhi,Budget,2024-10-03,-4547,35,9,911918,2,2,3,7,Potential Loyal
O02424,C0255,P076,2024-03-28,4,5237,20948,UPI,Product_76,Fashion,48200,43,Female,Delhi,Regular,2024-01-08,-171852,3,12,825759,5,4,3,12,Loyal Customers
O02425,C0287,P058,2024-01-30,5,43616,218080,Cash,Product_58,Home,26448,36,Female,Hyderabad,Budget,2024-08-08,85840,32,10,1080575,3,3,4,10,Loyal Customers
O02426,C0245,P091,2024-12-15,2,5179,10358,Cash,Product_91,Sports,29757,56,Female,Bangalore,Premium,2024-11-06,-49156,16,14,782396,4,5,2,11,Loyal Customers
O02427,C0034,P093,2024-05-09,3,38339,115017,UPI,Product_93,Electronics,16538,37,Male,Mumbai,Regular,2024-03-23,65403,12,10,1259649,4,3,5,12,Loyal Customers
O02428,C0366,P077,2024-12-26,4,29234,116936,Card,Product_77,Electronics,727,26,Female,Delhi,Budget,2024-09-03,114028,5,8,847386,5,2,3,10,Loyal Customers
O02429,C0203,P028,2024-10-02,4,21304,85216,Cash,Product_28,Fashion,14973,23,Female,Bangalore,Regular,2024-02-29,25324,1,9,1053446,5,2,4,11,Loyal Customers
O02430,C0170,P030,2024-09-17,5,53325,266625,Net Banking,Product_30,Beauty,10539,35,Female,Delhi,Premium,2024-05-31,213930,64,12,1149748,1,4,4,9,Potential Loyal
O02431,C0074,P099,2024-10-27,5,45651,228255,Cash,Product_99,Sports,48440,57,Male,Chennai,Budget,2024-06-02,-13945,65,7,648432,1,1,2,4,At Risk
O02432,C0442,P001,2024-12-30,5,4471,22355,Cash,Product_1,Home,1423,26,Female,Hyderabad,Budget,2024-02-24,15240,1,11,1037556,5,3,4,12,Loyal Customers
O02433,C0301,P016,2024-02-02,1,41229,41229,Net Banking,Product_16,Sports,38672,32,Female,Hyderabad,Budget,2024-11-10,2557,36,12,1180031,2,4,4,10,Loyal Customers
O02434,C0374,P021,2024-11-03,2,17305,34610,Card,Product_21,Home,31000,36,Female,Chennai,Premium,2024-12-27,-27390,45,11,580251,2,3,1,6,At Risk
O02435,C0428,P024,2024-09-10,1,43559,43559,UPI,Product_24,Home,46608,28,Male,Bangalore,Budget,2024-04-25,-3049,18,16,1409309,4,5,5,14,Champions
O02436,C0170,P012,2024-10-20,1,27447,27447,Net Banking,Product_12,Beauty,17590,35,Female,Delhi,Premium,2024-05-31,9857,64,12,1149748,1,4,4,9,Potential Loyal
O02437,C0413,P053,2024-08-30,4,46640,186560,Card,Product_53,Beauty,27725,34,Female,Mumbai,Budget,2024-05-26,75660,50,11,1256923,2,3,5,10,Loyal Customers
O02438,C0434,P044,2024-06-08,2,7282,14564,Cash,Product_44,Fashion,35670,23,Male,Chennai,Budget,2024-05-15,-56776,8,12,1172388,5,4,4,13,Champions
O02439,C0091,P091,2024-05-09,4,58610,234440,Net Banking,Product_91,Sports,29757,30,Female,Bangalore,Regular,2024-04-26,115412,12,14,1498058,4,5,5,14,Champions
O02440,C0047,P024,2024-04-12,3,27307,81921,Card,Product_24,Home,46608,60,Female,Mumbai,Budget,2024-03-08,-57903,25,16,1583364,3,5,5,13,Champions
O02441,C0180,P083,2024-08-19,1,23263,23263,UPI,Product_83,Fashion,23185,44,Male,Hyderabad,Regular,2024-08-18,78,31,6,991466,3,1,4,8,Potential Loyal
O02442,C0269,P033,2024-11-06,1,58625,58625,UPI,Product_33,Sports,46502,21,Female,Bangalore,Premium,2024-03-03,12123,55,12,938039,2,4,3,9,Potential Loyal
O02443,C0286,P008,2024-03-27,3,7258,21774,UPI,Product_8,Electronics,26769,57,Female,Pune,Budget,2024-09-28,-58533,38,12,658785,2,4,2,8,Potential Loyal
O02444,C0494,P068,2024-06-16,1,1305,1305,Net Banking,Product_68,Beauty,25040,29,Female,Mumbai,Premium,2024-07-22,-23735,44,11,1229894,2,3,5,10,Loyal Customers
O02445,C0157,P004,2024-07-10,5,37920,189600,UPI,Product_4,Sports,12001,42,Female,Delhi,Regular,2024-06-15,129595,15,7,1030715,4,1,4,9,Potential Loyal
O02446,C0490,P023,2024-11-13,2,42712,85424,Net Banking,Product_23,Sports,45462,24,Male,Delhi,Budget,2024-03-21,-5500,1,20,2035071,5,5,5,15,Champions
O02447,C0094,P069,2024-02-19,2,23626,47252,Card,Product_69,Beauty,29895,59,Female,Chennai,Budget,2024-06-18,-12538,8,13,957077,5,4,3,12,Loyal Customers
O02448,C0308,P048,2024-08-13,5,12595,62975,Card,Product_48,Sports,47483,41,Female,Chennai,Regular,2024-10-17,-174440,19,9,807559,4,2,3,9,Potential Loyal
O02449,C0260,P020,2024-11-14,4,2988,11952,UPI,Product_20,Electronics,4571,22,Female,Chennai,Regular,2024-11-28,-6332,28,10,1248561,3,3,5,11,Loyal Customers
O02450,C0479,P069,2024-06-08,1,53900,53900,Cash,Product_69,Beauty,29895,37,Female,Chennai,Premium,2024-12-19,24005,37,11,1143291,2,3,4,9,Potential Loyal
O02451,C0056,P045,2024-09-22,2,39673,79346,Card,Product_45,Home,11283,23,Male,Mumbai,Regular,2024-09-05,56780,25,8,768181,3,2,2,7,Potential Loyal
O02452,C0461,P013,2024-11-04,4,13658,54632,Card,Product_13,Beauty,15935,26,Female,Hyderabad,Regular,2024-03-24,-9108,24,13,1261204,3,4,5,12,Loyal Customers
O02453,C0314,P044,2024-10-07,4,44154,176616,Net Banking,Product_44,Fashion,35670,61,Female,Hyderabad,Budget,2024-06-06,33936,9,9,1280496,4,2,5,11,Loyal Customers
O02454,C0402,P058,2024-10-10,1,44824,44824,UPI,Product_58,Home,26448,40,Female,Delhi,Budget,2024-06-29,18376,80,9,888703,1,2,3,6,At Risk
O02455,C0174,P032,2024-05-02,3,10265,30795,Net Banking,Product_32,Beauty,24985,49,Male,Delhi,Budget,2024-05-25,-44160,14,10,1055215,4,3,4,11,Loyal Customers
O02456,C0097,P052,2024-01-31,1,24482,24482,Net Banking,Product_52,Sports,9147,40,Female,Pune,Budget,2024-09-18,15335,42,12,992977,2,4,4,10,Loyal Customers
O02457,C0416,P085,2024-09-23,5,7473,37365,UPI,Product_85,Electronics,48015,23,Female,Chennai,Regular,2024-12-29,-202710,10,11,985682,4,3,4,11,Loyal Customers
O02458,C0340,P084,2024-10-15,3,35559,106677,Net Banking,Product_84,Fashion,18564,42,Female,Hyderabad,Budget,2024-01-22,50985,35,11,1202470,2,3,4,9,Potential Loyal
O02459,C0388,P070,2024-06-13,2,19517,39034,Card,Product_70,Electronics,25118,26,Male,Bangalore,Budget,2024-06-22,-11202,40,16,1061392,2,5,4,11,Loyal Customers
O02460,C0230,P098,2024-11-16,2,20199,40398,Net Banking,Product_98,Fashion,19457,45,Male,Chennai,Budget,2024-02-21,1484,45,8,543031,2,2,1,5,At Risk
O02461,C0207,P056,2024-09-08,4,6399,25596,UPI,Product_56,Home,44590,31,Female,Hyderabad,Premium,2024-05-27,-152764,10,13,753902,4,4,2,10,Loyal Customers
