order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,profit,payment_method
O02595,C0289,P061,2024-09-18,1,21542,21542,18074,UPI
O02596,C0197,P097,2024-06-13,2,41868,83736,64370,UPI
O02597,C0271,P063,2024-05-16,4,40491,161964,18104,UPI
O02598,C0231,P050,2024-05-21,2,52857,105714,37820,Card
O02599,C0187,P100,2024-05-06,1,32047,32047,10648,Card
O02600,C0325,P001,2024-11-13,3,24341,73023,68754,Net Banking
O02601,C0288,P019,2024-09-05,3,21973,65919,-71784,Cash
O02602,C0310,P069,2024-11-26,2,55010,110020,50230,Card
O02603,C0491,P077,2024-05-31,5,8888,44440,40805,UPI
O02604,C0377,P025,2024-09-15,5,53353,266765,38075,Cash
O02605,C0128,P049,2024-01-06,4,46917,187668,57528,Cash
O02606,C0134,P027,2024-01-13,2,20405,40810,-8364,UPI
O02607,C0334,P083,2024-07-07,4,6158,24632,-68108,Net Banking
O02608,C0398,P019,2024-07-14,4,42018,168072,-15532,Card
O02609,C0305,P057,2024-05-20,3,8061,24183,-119517,Net Banking
O02610,C0142,P026,2024-05-25,5,30709,153545,-58245,Card
O02611,C0301,P017,2024-03-04,3,2111,6333,2586,UPI
O02612,C0445,P042,2024-07-07,5,32267,161335,-20615,Card
O02613,C0162,P093,2024-01-14,4,37053,148212,82060,Net Banking
O02614,C0331,P042,2024-06-16,4,12665,50660,-94900,UPI
O02615,C0330,P037,2024-10-18,3,38068,114204,96609,UPI
O02616,C0453,P066,2024-12-31,1,48367,48367,21072,Card
O02617,C0255,P009,2024-03-18,1,10169,10169,-2440,UPI
O02618,C0268,P021,2024-07-03,2,7020,14040,-47960,Cash
O02619,C0174,P011,2024-02-05,4,23516,94064,27040,Net Banking
O02620,C0206,P070,2024-08-01,1,35385,35385,10267,Net Banking
O02621,C0356,P020,2024-02-15,5,54926,274630,251775,Card
O02622,C0230,P021,2024-05-13,1,50988,50988,19988,Card
O02623,C0123,P008,2024-01-27,5,2587,12935,-120910,Card
O02624,C0246,P006,2024-04-29,1,15352,15352,-13177,Card
O02625,C0489,P018,2024-06-14,5,21936,109680,-107015,Net Banking
O02626,C0388,P082,2024-09-18,4,2261,9044,-57836,Cash
O02627,C0253,P004,2024-02-04,4,37046,148184,100180,UPI
O02628,C0103,P076,2024-04-27,1,14686,14686,-33514,Net Banking
O02629,C0004,P045,2024-07-07,1,39114,39114,27831,Card
O02630,C0204,P028,2024-01-04,2,36142,72284,42338,Cash
O02631,C0137,P072,2024-07-17,3,34481,103443,75798,Card
O02632,C0428,P026,2024-06-20,5,17795,88975,-122815,Card
O02633,C0168,P034,2024-11-29,4,8809,35236,-90188,Cash
O02634,C0232,P004,2024-11-29,4,40542,162168,114164,Net Banking
O02635,C0105,P024,2024-07-17,1,3730,3730,-42878,UPI
O02636,C0381,P027,2024-10-18,2,50791,101582,52408,Cash
O02637,C0427,P089,2024-10-30,2,59107,118214,108396,Cash
O02638,C0185,P060,2024-11-16,1,43456,43456,5056,Card
O02639,C0291,P033,2024-01-13,2,34495,68990,-24014,Cash
O02640,C0007,P028,2024-06-19,2,57384,114768,84822,Card
O02641,C0256,P093,2024-06-16,4,48183,192732,126580,Net Banking
O02642,C0201,P078,2024-09-02,2,33222,66444,26338,Cash
O02643,C0408,P086,2024-11-11,2,6090,12180,6958,UPI
O02644,C0453,P001,2024-01-26,1,41584,41584,40161,UPI
O02645,C0485,P036,2024-08-15,1,20886,20886,4169,Net Banking
O02646,C0374,P073,2024-01-28,2,7372,14744,-1804,Cash
O02647,C0111,P083,2024-07-09,2,28732,57464,11094,UPI
O02648,C0144,P054,2024-01-18,1,20494,20494,-16962,UPI
O02649,C0155,P019,2024-04-14,3,30945,92835,-44868,UPI
O02650,C0471,P082,2024-08-31,1,58690,58690,41970,Card
O02651,C0008,P015,2024-04-30,1,48501,48501,26399,Net Banking
O02652,C0446,P075,2024-05-18,5,18900,94500,-81290,UPI
O02653,C0360,P073,2024-12-20,4,5147,20588,-12508,Card
O02654,C0111,P009,2024-07-12,4,45434,181736,131300,UPI
O02655,C0020,P064,2024-08-26,4,55424,221696,201604,Net Banking
O02656,C0090,P002,2024-01-23,5,59812,299060,199890,UPI
O02657,C0492,P099,2024-05-24,3,47524,142572,-2748,Net Banking
O02658,C0104,P035,2024-05-19,1,44990,44990,968,Card
O02659,C0121,P089,2024-01-01,4,54107,216428,196792,UPI
O02660,C0448,P073,2024-12-25,4,37630,150520,117424,Net Banking
O02661,C0406,P030,2024-07-05,1,19777,19777,9238,UPI
O02662,C0307,P048,2024-08-29,4,54786,219144,29212,Card
O02663,C0192,P085,2024-10-09,3,48592,145776,1731,Card
O02664,C0165,P095,2024-03-30,3,27673,83019,35448,Net Banking
O02665,C0191,P060,2024-05-29,3,51286,153858,38658,Card
O02666,C0417,P087,2024-10-04,4,45283,181132,17936,Net Banking
O02667,C0185,P056,2024-05-09,1,40462,40462,-4128,Card
O02668,C0171,P046,2024-10-03,4,30541,122164,-16240,Card
O02669,C0456,P006,2024-11-16,3,34184,102552,16965,Card
O02670,C0307,P044,2024-03-22,5,42464,212320,33970,Card
O02671,C0418,P027,2024-08-02,4,6357,25428,-72920,UPI
O02672,C0257,P070,2024-02-23,1,35050,35050,9932,UPI
O02673,C0131,P071,2024-04-26,2,49477,98954,8468,Cash
O02674,C0251,P015,2024-07-10,3,48962,146886,80580,Net Banking
O02675,C0268,P085,2024-10-22,4,15357,61428,-130632,Cash
O02676,C0384,P053,2024-11-23,1,15798,15798,-11927,Net Banking
O02677,C0080,P089,2024-01-01,2,47937,95874,86056,UPI
O02678,C0254,P019,2024-06-05,1,46543,46543,642,Card
O02679,C0387,P052,2024-04-17,3,55082,165246,137805,UPI
O02680,C0488,P025,2024-01-16,1,2062,2062,-43676,Cash
O02681,C0062,P027,2024-12-14,2,55241,110482,61308,UPI
O02682,C0035,P033,2024-08-04,4,8795,35180,-150828,Cash
O02683,C0339,P052,2024-11-01,1,46732,46732,37585,Cash
O02684,C0176,P050,2024-06-04,3,14660,43980,-57861,Net Banking
O02685,C0318,P076,2024-11-10,4,42629,170516,-22284,UPI
O02686,C0348,P063,2024-06-12,1,33767,33767,-2198,Cash
O02687,C0016,P033,2024-07-15,4,57437,229748,43740,UPI
O02688,C0217,P089,2024-06-28,5,41647,208235,183690,Net Banking
O02689,C0014,P049,2024-02-14,1,32945,32945,410,Net Banking
O02690,C0130,P070,2024-05-05,1,6437,6437,-18681,UPI
O02691,C0233,P049,2024-11-05,3,16818,50454,-47151,Net Banking
O02692,C0018,P042,2024-12-26,3,37216,111648,2478,Net Banking
O02693,C0111,P079,2024-01-06,4,7222,28888,-149664,Card
O02694,C0304,P087,2024-08-15,1,34180,34180,-6619,UPI
O02695,C0258,P024,2024-12-22,4,19005,76020,-110412,Net Banking
O02696,C0411,P069,2024-10-26,1,17593,17593,-12302,UPI
O02697,C0358,P067,2024-08-19,4,12397,49588,12088,Cash
O02698,C0438,P021,2024-11-03,1,20024,20024,-10976,Cash
O02699,C0219,P015,2024-02-09,2,55878,111756,67552,Card
O02700,C0247,P063,2024-07-17,2,1373,2746,-69184,Card
O02701,C0396,P049,2024-04-03,1,20810,20810,-11725,Card
O02702,C0175,P088,2024-09-09,5,56413,282065,200705,Card
O02703,C0366,P057,2024-03-25,1,7654,7654,-40246,Card
O02704,C0068,P095,2024-01-13,5,37881,189405,110120,Net Banking
O02705,C0255,P047,2024-12-28,4,2345,9380,-23088,Cash
O02706,C0326,P070,2024-08-30,1,28434,28434,3316,UPI
O02707,C0143,P056,2024-08-04,5,47009,235045,12095,UPI
O02708,C0034,P012,2024-12-06,3,58526,175578,122808,Cash
O02709,C0244,P052,2024-03-11,5,16940,84700,38965,UPI
O02710,C0013,P021,2024-04-05,1,38383,38383,7383,Card
O02711,C0229,P085,2024-10-12,5,25465,127325,-112750,Cash
O02712,C0245,P009,2024-07-30,2,39149,78298,53080,UPI
O02713,C0287,P006,2024-03-16,2,14267,28534,-28524,Cash
O02714,C0069,P096,2024-07-09,4,1733,6932,-52020,UPI
O02715,C0262,P002,2024-12-06,1,35377,35377,15543,Cash
O02716,C0300,P068,2024-03-11,1,20879,20879,-4161,Cash
O02717,C0472,P032,2024-04-19,4,53509,214036,114096,Card
O02718,C0340,P061,2024-04-19,4,32374,129496,115624,UPI
O02719,C0089,P050,2024-11-17,5,42510,212550,42815,UPI
O02720,C0075,P086,2024-09-18,2,57219,114438,109216,Card
O02721,C0441,P098,2024-09-19,1,32305,32305,12848,UPI
O02722,C0290,P022,2024-07-30,2,42087,84174,62240,Cash
O02723,C0481,P029,2024-01-31,3,27633,82899,55140,Net Banking
O02724,C0022,P042,2024-04-08,4,2813,11252,-134308,Cash
O02725,C0201,P058,2024-04-25,5,55812,279060,146820,Card
O02726,C0246,P079,2024-07-27,5,59244,296220,73030,Card
O02727,C0124,P077,2024-09-11,5,19849,99245,95610,UPI
O02728,C0222,P077,2024-02-03,1,28349,28349,27622,UPI
O02729,C0361,P100,2024-11-24,2,51653,103306,60508,UPI
O02730,C0190,P036,2024-08-25,4,19404,77616,10748,Cash
O02731,C0156,P069,2024-06-06,5,22436,112180,-37295,Net Banking
O02732,C0262,P063,2024-12-18,4,50638,202552,58692,Card
O02733,C0241,P044,2024-09-07,1,46313,46313,10643,Cash
O02734,C0273,P067,2024-02-02,5,42377,211885,165010,Cash
O02735,C0323,P035,2024-05-27,3,58327,174981,42915,Card
O02736,C0161,P042,2024-04-07,2,38094,76188,3408,Cash
O02737,C0498,P040,2024-06-20,2,55115,110230,98994,Net Banking
O02738,C0143,P034,2024-12-08,5,28777,143885,-12895,Card
O02739,C0394,P079,2024-12-18,2,53575,107150,17874,Cash
O02740,C0098,P088,2024-10-04,3,47702,143106,94290,Cash
O02741,C0105,P060,2024-03-29,5,35086,175430,-16570,UPI
O02742,C0371,P093,2024-05-06,3,42850,128550,78936,Card
O02743,C0307,P082,2024-11-27,3,12998,38994,-11166,Net Banking
O02744,C0192,P032,2024-05-18,4,32741,130964,31024,Net Banking
O02745,C0276,P044,2024-11-06,2,17693,35386,-35954,UPI
O02746,C0130,P016,2024-10-08,4,54288,217152,62464,Net Banking
O02747,C0002,P009,2024-05-10,2,54214,108428,83210,Net Banking
O02748,C0233,P071,2024-05-21,5,54815,274075,47860,Net Banking
O02749,C0102,P035,2024-11-17,1,29030,29030,-14992,Net Banking
O02750,C0305,P014,2024-07-17,4,29650,118600,-80992,Cash
O02751,C0062,P018,2024-07-04,2,9055,18110,-68568,UPI
O02752,C0022,P009,2024-10-07,3,8042,24126,-13701,Cash
O02753,C0066,P013,2024-01-21,4,14427,57708,-6032,UPI
O02754,C0006,P015,2024-05-21,3,41918,125754,59448,Cash
O02755,C0221,P031,2024-11-12,2,15446,30892,-68114,Cash
O02756,C0476,P071,2024-05-01,3,56100,168300,32571,Card
O02757,C0012,P071,2024-04-22,5,21756,108780,-117435,Card
O02758,C0413,P050,2024-11-11,2,36501,73002,5108,UPI
O02759,C0489,P021,2024-11-10,1,38436,38436,7436,Cash
O02760,C0415,P063,2024-05-06,1,7270,7270,-28695,Net Banking
O02761,C0114,P031,2024-03-25,4,40951,163804,-34208,Card
O02762,C0470,P029,2024-01-02,3,8037,24111,-3648,Card
O02763,C0344,P040,2024-11-03,4,38987,155948,133476,Net Banking
O02764,C0229,P028,2024-02-11,2,7577,15154,-14792,Net Banking
O02765,C0365,P057,2024-07-15,4,10855,43420,-148180,Net Banking
O02766,C0012,P070,2024-12-10,3,14443,43329,-32025,Net Banking
O02767,C0224,P068,2024-01-11,3,22107,66321,-8799,Net Banking
O02768,C0260,P079,2024-08-14,4,55933,223732,45180,Card
O02769,C0191,P019,2024-12-23,1,40384,40384,-5517,Net Banking
O02770,C0087,P052,2024-06-09,2,15282,30564,12270,Cash
O02771,C0208,P036,2024-05-28,2,47853,95706,62272,Card
O02772,C0195,P077,2024-12-17,4,2590,10360,7452,Card
O02773,C0331,P090,2024-12-31,1,30638,30638,-8786,UPI
O02774,C0200,P074,2024-07-14,3,24561,73683,-33444,UPI
O02775,C0252,P056,2024-02-15,4,28796,115184,-63176,Net Banking
O02776,C0131,P045,2024-07-06,2,18637,37274,14708,Cash
O02777,C0246,P021,2024-10-26,2,15361,30722,-31278,Card
O02778,C0434,P005,2024-01-25,4,24892,99568,-69868,Card
O02779,C0047,P091,2024-11-11,2,7054,14108,-45406,UPI
O02780,C0129,P011,2024-08-19,5,17721,88605,4825,Card
O02781,C0151,P019,2024-04-05,4,19252,77008,-106596,Card
O02782,C0210,P040,2024-02-04,2,35112,70224,58988,Card
O02783,C0447,P012,2024-10-20,5,4417,22085,-65865,Card
O02784,C0148,P071,2024-03-26,4,28739,114956,-66016,Card
O02785,C0009,P026,2024-02-09,5,47696,238480,26690,UPI
O02786,C0396,P013,2024-04-01,3,54561,163683,115878,UPI
O02787,C0399,P060,2024-07-07,5,50863,254315,62315,Card
O02788,C0079,P069,2024-01-05,2,17098,34196,-25594,Cash
O02789,C0438,P022,2024-01-11,3,34636,103908,71007,UPI
O02790,C0202,P018,2024-08-28,2,4168,8336,-78342,Card
O02791,C0434,P017,2024-11-07,2,57471,114942,112444,Cash
O02792,C0294,P036,2024-08-20,4,17108,68432,1564,Card
O02793,C0364,P015,2024-11-23,2,11622,23244,-20960,UPI
O02794,C0035,P049,2024-05-27,2,1037,2074,-62996,Net Banking
O02795,C0271,P063,2024-10-04,4,37065,148260,4400,Net Banking
O02796,C0456,P068,2024-09-23,4,43424,173696,73536,Cash
O02797,C0403,P078,2024-07-26,5,48078,240390,140125,Cash
O02798,C0269,P053,2024-09-12,2,33974,67948,12498,Card
O02799,C0413,P005,2024-11-03,2,5811,11622,-73096,Cash
O02800,C0432,P039,2024-07-30,1,40609,40609,-6013,Net Banking
O02801,C0193,P039,2024-06-10,3,2564,7692,-132174,Net Banking
O02802,C0102,P097,2024-08-10,1,15127,15127,5444,Card
O02803,C0231,P076,2024-06-03,2,43537,87074,-9326,Net Banking
O02804,C0126,P019,2024-08-12,1,15881,15881,-30020,Cash
O02805,C0250,P052,2024-08-26,4,47719,190876,154288,Cash
O02806,C0452,P027,2024-07-31,4,9546,38184,-60164,UPI
O02807,C0126,P019,2024-07-10,1,20360,20360,-25541,UPI
O02808,C0180,P060,2024-11-30,4,59133,236532,82932,Net Banking
O02809,C0040,P077,2024-09-19,3,24250,72750,70569,Net Banking
O02810,C0021,P062,2024-06-18,1,24100,24100,1021,Card
O02811,C0159,P065,2024-02-21,2,1724,3448,-1710,Card
O02812,C0382,P092,2024-01-31,5,18669,93345,-129360,UPI
O02813,C0261,P028,2024-01-13,5,25331,126655,51790,Net Banking
O02814,C0207,P043,2024-06-26,5,31165,155825,87085,Cash
O02815,C0146,P048,2024-09-21,1,53509,53509,6026,UPI
O02816,C0453,P057,2024-09-20,4,29403,117612,-73988,UPI
O02817,C0342,P100,2024-10-16,5,48753,243765,136770,UPI
O02818,C0496,P020,2024-12-04,4,22636,90544,72260,Net Banking
O02819,C0375,P093,2024-03-13,3,10434,31302,-18312,Card
O02820,C0048,P079,2024-07-20,4,19072,76288,-102264,Card
O02821,C0022,P006,2024-03-09,3,1793,5379,-80208,Card
O02822,C0215,P073,2024-03-18,2,28367,56734,40186,Net Banking
O02823,C0281,P073,2024-01-01,3,14802,44406,19584,UPI
O02824,C0084,P005,2024-09-04,3,48660,145980,18903,UPI
O02825,C0113,P060,2024-09-09,2,45080,90160,13360,UPI
O02826,C0041,P086,2024-06-24,4,54194,216776,206332,Cash
O02827,C0436,P061,2024-10-12,3,38817,116451,106047,Cash
O02828,C0324,P086,2024-03-20,3,35518,106554,98721,Cash
O02829,C0413,P077,2024-01-12,2,15824,31648,30194,Net Banking
O02830,C0248,P035,2024-06-02,3,34347,103041,-29025,Net Banking
O02831,C0499,P093,2024-10-29,4,4361,17444,-48708,Cash
O02832,C0411,P033,2024-03-16,1,55006,55006,8504,Card
O02833,C0433,P029,2024-03-19,2,31431,62862,44356,UPI
O02834,C0358,P070,2024-07-30,5,24789,123945,-1645,Net Banking
O02835,C0215,P073,2024-02-11,3,20600,61800,36978,Card
O02836,C0084,P080,2024-02-03,4,44442,177768,64588,Cash
O02837,C0475,P008,2024-08-09,4,27602,110408,3332,Card
O02838,C0213,P061,2024-07-08,1,22874,22874,19406,UPI
O02839,C0158,P031,2024-09-08,4,58613,234452,36440,Net Banking
O02840,C0302,P028,2024-04-30,4,29187,116748,56856,Cash
O02841,C0125,P079,2024-03-22,2,23027,46054,-43222,Cash
O02842,C0304,P049,2024-02-12,1,7596,7596,-24939,UPI
O02843,C0408,P095,2024-10-03,1,10833,10833,-5024,Net Banking
O02844,C0253,P012,2024-01-02,2,4365,8730,-26450,Net Banking
O02845,C0091,P005,2024-07-06,2,20098,40196,-44522,Cash
O02846,C0342,P074,2024-03-25,1,3649,3649,-32060,Cash
O02847,C0170,P013,2024-02-12,1,39198,39198,23263,UPI
O02848,C0315,P001,2024-03-28,2,52743,105486,102640,Net Banking
O02849,C0422,P063,2024-10-30,1,18519,18519,-17446,Cash
O02850,C0316,P068,2024-11-09,1,55512,55512,30472,Cash
O02851,C0071,P009,2024-05-13,4,40725,162900,112464,Card
O02852,C0330,P100,2024-09-11,5,7299,36495,-70500,Card
O02853,C0353,P037,2024-06-22,1,26781,26781,20916,Card
O02854,C0356,P061,2024-09-17,4,24511,98044,84172,Cash
O02855,C0151,P084,2024-04-30,4,28392,113568,39312,Cash
O02856,C0342,P042,2024-08-24,2,16773,33546,-39234,Card
O02857,C0361,P020,2024-01-31,1,6207,6207,1636,UPI
O02858,C0076,P014,2024-03-17,4,9264,37056,-162536,UPI
O02859,C0145,P099,2024-06-12,3,46070,138210,-7110,Card
O02860,C0368,P062,2024-03-03,4,27861,111444,19128,Cash
O02861,C0480,P091,2024-08-30,2,59693,119386,59872,UPI
O02862,C0187,P021,2024-06-25,4,13549,54196,-69804,UPI
O02863,C0026,P005,2024-04-05,3,26530,79590,-47487,Net Banking
O02864,C0238,P085,2024-12-29,4,52362,209448,17388,Cash
O02865,C0231,P018,2024-12-28,3,49842,149526,19509,Net Banking
O02866,C0338,P041,2024-12-24,5,57894,289470,250205,Card
O02867,C0004,P022,2024-02-17,3,28249,84747,51846,Net Banking
O02868,C0449,P043,2024-03-12,2,3754,7508,-19988,Card
O02869,C0263,P078,2024-04-13,4,19209,76836,-3376,Card
O02870,C0214,P005,2024-07-03,1,42388,42388,29,Cash
O02871,C0410,P079,2024-01-02,3,23097,69291,-64623,UPI
O02872,C0248,P099,2024-04-18,5,14219,71095,-171105,Card
O02873,C0171,P088,2024-09-28,5,18920,94600,13240,Net Banking
O02874,C0456,P068,2024-11-09,5,41138,205690,80490,Card
O02875,C0223,P099,2024-10-29,1,30815,30815,-17625,Cash
O02876,C0276,P097,2024-05-25,4,3917,15668,-23064,Cash
O02877,C0010,P053,2024-02-02,5,42093,210465,71840,Net Banking
O02878,C0425,P054,2024-11-07,4,58957,235828,86004,Card
O02879,C0473,P041,2024-08-18,5,15607,78035,38770,Cash
O02880,C0154,P084,2024-04-27,1,54525,54525,35961,Cash
O02881,C0203,P034,2024-04-27,1,35782,35782,4426,UPI
O02882,C0114,P058,2024-01-02,2,27016,54032,1136,Net Banking
O02883,C0025,P010,2024-10-06,3,36078,108234,12864,Net Banking
O02884,C0009,P065,2024-11-03,3,51390,154170,146433,UPI
O02885,C0255,P075,2024-12-04,2,36002,72004,1688,Cash
O02886,C0400,P015,2024-10-14,2,26495,52990,8786,Cash
O02887,C0091,P070,2024-12-16,2,1931,3862,-46374,Net Banking
O02888,C0041,P043,2024-01-11,2,32448,64896,37400,UPI
O02889,C0067,P096,2024-12-02,3,12077,36231,-7983,Cash
O02890,C0344,P033,2024-08-06,4,11607,46428,-139580,Card
O02891,C0374,P021,2024-05-27,3,7396,22188,-70812,Cash
O02892,C0278,P089,2024-02-05,5,42878,214390,189845,UPI
O02893,C0080,P016,2024-02-03,1,16699,16699,-21973,Cash
O02894,C0495,P023,2024-08-19,1,51128,51128,5666,Cash
O02895,C0063,P065,2024-09-18,5,31493,157465,144570,UPI
O02896,C0247,P086,2024-02-12,5,19238,96190,83135,Cash
O02897,C0404,P012,2024-07-17,3,12560,37680,-15090,Card
O02898,C0280,P033,2024-02-14,1,41654,41654,-4848,UPI
O02899,C0084,P019,2024-09-24,3,11508,34524,-103179,Card
O02900,C0246,P097,2024-06-23,3,2952,8856,-20193,Net Banking
O02901,C0406,P097,2024-09-19,4,7787,31148,-7584,Net Banking
O02902,C0109,P022,2024-11-22,2,41702,83404,61470,Net Banking
O02903,C0397,P076,2024-04-26,1,49801,49801,1601,Net Banking
O02904,C0286,P099,2024-06-13,4,26380,105520,-88240,Cash
O02905,C0102,P006,2024-04-06,1,30681,30681,2152,UPI
O02906,C0293,P046,2024-07-09,1,44553,44553,9952,Cash
O02907,C0213,P096,2024-08-25,1,21654,21654,6916,UPI
O02908,C0069,P013,2024-10-14,5,35112,175560,95885,UPI
O02909,C0304,P018,2024-10-10,4,33397,133588,-39768,Cash
O02910,C0062,P080,2024-11-22,1,52520,52520,24225,Cash
O02911,C0126,P040,2024-08-05,5,54881,274405,246315,Cash
O02912,C0020,P014,2024-12-06,1,20674,20674,-29224,Card
O02913,C0357,P034,2024-05-23,4,11029,44116,-81308,Cash
O02914,C0436,P053,2024-07-05,1,35797,35797,8072,UPI
O02915,C0256,P040,2024-01-12,3,27664,82992,66138,UPI
O02916,C0146,P042,2024-02-17,2,47648,95296,22516,Card
O02917,C0477,P068,2024-02-21,5,40291,201455,76255,Cash
O02918,C0059,P013,2024-06-19,3,51331,153993,106188,Cash
O02919,C0455,P016,2024-04-18,2,38775,77550,206,UPI
O02920,C0119,P007,2024-10-08,3,21413,64239,-1734,UPI
O02921,C0416,P092,2024-12-19,5,38837,194185,-28520,Cash
O02922,C0465,P071,2024-07-25,3,7582,22746,-112983,UPI
O02923,C0160,P054,2024-06-19,1,44115,44115,6659,Cash
O02924,C0380,P007,2024-02-18,2,5505,11010,-32972,UPI
O02925,C0055,P062,2024-07-03,1,31751,31751,8672,Net Banking
O02926,C0278,P014,2024-10-29,3,11407,34221,-115473,Card
O02927,C0042,P043,2024-11-28,2,13132,26264,-1232,UPI
O02928,C0323,P003,2024-12-28,4,15314,61256,-117532,Card
O02929,C0087,P095,2024-07-27,5,16636,83180,3895,UPI
O02930,C0349,P067,2024-04-06,3,38794,116382,88257,Net Banking
O02931,C0281,P031,2024-04-18,1,29162,29162,-20341,Net Banking
O02932,C0099,P068,2024-03-10,3,23561,70683,-4437,Net Banking
O02933,C0499,P076,2024-05-27,4,38901,155604,-37196,Cash
O02934,C0128,P079,2024-08-03,1,47327,47327,2689,Cash
O02935,C0332,P078,2024-02-28,4,1095,4380,-75832,Net Banking
O02936,C0303,P025,2024-03-06,3,46305,138915,1701,Card
O02937,C0417,P083,2024-12-09,5,8862,44310,-71615,Card
O02938,C0068,P092,2024-05-07,1,16129,16129,-28412,UPI
O02939,C0375,P010,2024-04-21,4,9713,38852,-88308,Cash
O02940,C0492,P015,2024-11-29,5,1184,5920,-104590,Card
O02941,C0368,P015,2024-02-24,1,28089,28089,5987,Cash
O02942,C0106,P058,2024-11-27,2,10632,21264,-31632,UPI
O02943,C0445,P048,2024-07-12,3,27943,83829,-58620,Cash
O02944,C0228,P085,2024-11-21,2,57213,114426,18396,Card
O02945,C0106,P050,2024-12-06,3,13320,39960,-61881,Card
O02946,C0251,P063,2024-01-26,3,29668,89004,-18891,Cash
O02947,C0002,P056,2024-02-01,4,11394,45576,-132784,UPI
O02948,C0384,P059,2024-04-14,5,19944,99720,96235,Net Banking
O02949,C0057,P037,2024-05-23,2,19575,39150,27420,Card
O02950,C0219,P099,2024-09-28,1,32013,32013,-16427,UPI
O02951,C0301,P059,2024-11-25,3,20870,62610,60519,Card
O02952,C0231,P026,2024-09-01,3,56015,168045,40971,Net Banking
O02953,C0139,P021,2024-08-12,4,15454,61816,-62184,Card
O02954,C0009,P100,2024-09-05,2,43285,86570,43772,Net Banking
O02955,C0113,P071,2024-03-15,5,43066,215330,-10885,UPI
O02956,C0138,P093,2024-05-10,3,35211,105633,56019,UPI
O02957,C0140,P085,2024-06-07,5,53393,266965,26890,Net Banking
O02958,C0011,P009,2024-02-24,5,58986,294930,231885,Card
O02959,C0461,P037,2024-05-05,3,54065,162195,144600,Card
O02960,C0322,P064,2024-03-17,5,1220,6100,-19015,UPI
O02961,C0168,P099,2024-10-17,5,28507,142535,-99665,Cash
O02962,C0001,P062,2024-02-25,2,13279,26558,-19600,Cash
O02963,C0370,P098,2024-12-22,4,17460,69840,-7988,Cash
O02964,C0301,P026,2024-11-04,4,44898,179592,10160,Cash
O02965,C0050,P049,2024-04-10,4,41935,167740,37600,Card
O02966,C0167,P006,2024-08-29,3,24388,73164,-12423,Card
O02967,C0273,P043,2024-08-08,4,15914,63656,8664,UPI
O02968,C0354,P010,2024-03-11,1,38038,38038,6248,Card
O02969,C0211,P006,2024-07-30,2,31610,63220,6162,UPI
O02970,C0053,P088,2024-03-10,5,29919,149595,68235,Card
O02971,C0378,P028,2024-02-19,2,25305,50610,20664,UPI
O02972,C0132,P002,2024-03-02,5,27813,139065,39895,Cash
O02973,C0330,P076,2024-04-17,4,59530,238120,45320,UPI
O02974,C0175,P031,2024-02-17,5,8784,43920,-203595,Cash
O02975,C0406,P077,2024-11-18,5,49917,249585,245950,Card
O02976,C0023,P061,2024-03-26,3,36459,109377,98973,UPI
O02977,C0475,P063,2024-07-29,2,53148,106296,34366,Cash
O02978,C0052,P012,2024-04-27,5,39199,195995,108045,Cash
O02979,C0001,P055,2024-08-19,3,24389,73167,-38196,Card
O02980,C0014,P095,2024-10-19,1,42104,42104,26247,UPI
O02981,C0342,P036,2024-03-21,2,12276,24552,-8882,Card
O02982,C0378,P006,2024-04-17,2,13835,27670,-29388,Card
O02983,C0068,P038,2024-12-04,4,5015,20060,-99052,Net Banking
O02984,C0116,P080,2024-03-01,2,3063,6126,-50464,Card
O02985,C0188,P081,2024-12-17,3,55705,167115,91047,Net Banking
O02986,C0079,P089,2024-03-22,1,55632,55632,50723,Net Banking
O02987,C0194,P001,2024-01-18,2,25545,51090,48244,Card
O02988,C0351,P054,2024-03-21,1,6559,6559,-30897,Card
O02989,C0038,P020,2024-08-10,4,8106,32424,14140,Card
O02990,C0359,P022,2024-09-23,3,47772,143316,110415,Cash
O02991,C0454,P058,2024-10-31,2,55314,110628,57732,Card
O02992,C0489,P058,2024-11-08,4,12281,49124,-56668,Net Banking
O02993,C0143,P041,2024-04-19,3,40733,122199,98640,UPI
O02994,C0101,P052,2024-10-01,3,25610,76830,49389,Net Banking
O02995,C0475,P012,2024-12-21,5,8559,42795,-45155,Card
O02996,C0462,P007,2024-12-24,2,49300,98600,54618,UPI
O02997,C0287,P062,2024-10-24,4,43575,174300,81984,Card
O02998,C0028,P067,2024-04-28,2,36325,72650,53900,Card
O02999,C0124,P007,2024-11-06,5,57249,286245,176290,UPI
O03000,C0124,P069,2024-06-22,5,6476,32380,-117095,UPI
O03001,C0133,P034,2024-03-10,3,36973,110919,16851,Card
O03002,C0023,P055,2024-04-15,4,56721,226884,78400,Card
O03003,C0412,P029,2024-03-16,1,34944,34944,25691,Net Banking
O03004,C0037,P055,2024-06-13,5,6253,31265,-154340,Net Banking
O03005,C0085,P088,2024-06-21,3,56523,169569,120753,UPI
O03006,C0017,P098,2024-01-14,1,52121,52121,32664,UPI
O03007,C0442,P093,2024-06-14,1,6481,6481,-10057,Card
O03008,C0388,P096,2024-02-12,5,6312,31560,-42130,Card
O03009,C0247,P013,2024-10-02,4,52357,209428,145688,Cash
O03010,C0030,P081,2024-03-17,5,2693,13465,-113315,Cash
