order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method,product_name,category,cost,age,gender,city,customer_segment,signup_date,profit
O02727,C0124,P077,2024-09-11,5,19849,99245,UPI,Product_77,Electronics,727,26,Male,Mumbai,Regular,2024-12-21,95610
O02728,C0222,P077,2024-02-03,1,28349,28349,UPI,Product_77,Electronics,727,60,Male,Pune,Premium,2024-03-05,27622
O02729,C0361,P100,2024-11-24,2,51653,103306,UPI,Product_100,Sports,21399,44,Female,Chennai,Budget,2024-05-01,60508
O02730,C0190,P036,2024-08-25,4,19404,77616,Cash,Product_36,Sports,16717,32,Male,Bangalore,Premium,2024-02-06,10748
O02731,C0156,P069,2024-06-06,5,22436,112180,Net Banking,Product_69,Beauty,29895,33,Female,Hyderabad,Budget,2024-12-08,-37295
O02732,C0262,P063,2024-12-18,4,50638,202552,Card,Product_63,Electronics,35965,37,Female,Delhi,Premium,2024-04-30,58692
O02733,C0241,P044,2024-09-07,1,46313,46313,Cash,Product_44,Fashion,35670,37,Male,Pune,Regular,2024-02-24,10643
O02734,C0273,P067,2024-02-02,5,42377,211885,Cash,Product_67,Beauty,9375,55,Male,Mumbai,Regular,2024-03-16,165010
O02735,C0323,P035,2024-05-27,3,58327,174981,Card,Product_35,Fashion,44022,58,Female,Bangalore,Premium,2024-07-26,42915
O02736,C0161,P042,2024-04-07,2,38094,76188,Cash,Product_42,Sports,36390,33,Female,Pune,Budget,2024-05-03,3408
O02737,C0498,P040,2024-06-20,2,55115,110230,Net Banking,Product_40,Sports,5618,51,Female,Mumbai,Budget,2024-08-27,98994
O02738,C0143,P034,2024-12-08,5,28777,143885,Card,Product_34,Sports,31356,62,Female,Bangalore,Premium,2024-11-06,-12895
O02739,C0394,P079,2024-12-18,2,53575,107150,Cash,Product_79,Sports,44638,30,Female,Bangalore,Premium,2024-12-01,17874
O02740,C0098,P088,2024-10-04,3,47702,143106,Cash,Product_88,Fashion,16272,25,Female,Hyderabad,Premium,2024-05-10,94290
O02741,C0105,P060,2024-03-29,5,35086,175430,UPI,Product_60,Electronics,38400,42,Male,Hyderabad,Budget,2024-06-03,-16570
O02742,C0371,P093,2024-05-06,3,42850,128550,Card,Product_93,Electronics,16538,43,Female,Mumbai,Regular,2024-02-11,78936
O02743,C0307,P082,2024-11-27,3,12998,38994,Net Banking,Product_82,Beauty,16720,42,Female,Pune,Regular,2024-03-21,-11166
O02744,C0192,P032,2024-05-18,4,32741,130964,Net Banking,Product_32,Beauty,24985,36,Female,Delhi,Regular,2024-12-18,31024
O02745,C0276,P044,2024-11-06,2,17693,35386,UPI,Product_44,Fashion,35670,19,Male,Delhi,Regular,2024-05-01,-35954
O02746,C0130,P016,2024-10-08,4,54288,217152,Net Banking,Product_16,Sports,38672,56,Male,Pune,Premium,2024-05-19,62464
O02747,C0002,P009,2024-05-10,2,54214,108428,Net Banking,Product_9,Fashion,12609,33,Male,Mumbai,Budget,2024-02-22,83210
O02748,C0233,P071,2024-05-21,5,54815,274075,Net Banking,Product_71,Sports,45243,41,Female,Mumbai,Premium,2024-09-28,47860
O02749,C0102,P035,2024-11-17,1,29030,29030,Net Banking,Product_35,Fashion,44022,25,Female,Hyderabad,Regular,2024-12-07,-14992
O02750,C0305,P014,2024-07-17,4,29650,118600,Cash,Product_14,Home,49898,27,Female,Delhi,Premium,2024-11-20,-80992
O02751,C0062,P018,2024-07-04,2,9055,18110,UPI,Product_18,Home,43339,21,Female,Delhi,Premium,2024-10-26,-68568
O02752,C0022,P009,2024-10-07,3,8042,24126,Cash,Product_9,Fashion,12609,31,Female,Pune,Budget,2024-08-22,-13701
O02753,C0066,P013,2024-01-21,4,14427,57708,UPI,Product_13,Beauty,15935,55,Male,Hyderabad,Premium,2024-08-02,-6032
O02754,C0006,P015,2024-05-21,3,41918,125754,Cash,Product_15,Home,22102,62,Female,Mumbai,Regular,2024-10-28,59448
O02755,C0221,P031,2024-11-12,2,15446,30892,Cash,Product_31,Sports,49503,38,Female,Chennai,Regular,2024-07-16,-68114
O02756,C0476,P071,2024-05-01,3,56100,168300,Card,Product_71,Sports,45243,39,Female,Chennai,Budget,2024-12-14,32571
O02757,C0012,P071,2024-04-22,5,21756,108780,Card,Product_71,Sports,45243,36,Female,Hyderabad,Premium,2024-12-26,-117435
O02758,C0413,P050,2024-11-11,2,36501,73002,UPI,Product_50,Beauty,33947,34,Female,Mumbai,Budget,2024-05-26,5108
O02759,C0489,P021,2024-11-10,1,38436,38436,Cash,Product_21,Home,31000,24,Female,Bangalore,Budget,2024-08-29,7436
O02760,C0415,P063,2024-05-06,1,7270,7270,Net Banking,Product_63,Electronics,35965,22,Female,Mumbai,Budget,2024-08-15,-28695
O02761,C0114,P031,2024-03-25,4,40951,163804,Card,Product_31,Sports,49503,63,Female,Pune,Regular,2024-05-04,-34208
O02762,C0470,P029,2024-01-02,3,8037,24111,Card,Product_29,Beauty,9253,54,Male,Mumbai,Premium,2024-08-13,-3648
O02763,C0344,P040,2024-11-03,4,38987,155948,Net Banking,Product_40,Sports,5618,20,Male,Chennai,Regular,2024-08-12,133476
O02764,C0229,P028,2024-02-11,2,7577,15154,Net Banking,Product_28,Fashion,14973,58,Female,Mumbai,Budget,2024-02-16,-14792
O02765,C0365,P057,2024-07-15,4,10855,43420,Net Banking,Product_57,Electronics,47900,50,Female,Mumbai,Premium,2024-11-05,-148180
O02766,C0012,P070,2024-12-10,3,14443,43329,Net Banking,Product_70,Electronics,25118,36,Female,Hyderabad,Premium,2024-12-26,-32025
O02767,C0224,P068,2024-01-11,3,22107,66321,Net Banking,Product_68,Beauty,25040,51,Female,Delhi,Budget,2024-03-14,-8799
O02768,C0260,P079,2024-08-14,4,55933,223732,Card,Product_79,Sports,44638,22,Female,Chennai,Regular,2024-11-28,45180
O02769,C0191,P019,2024-12-23,1,40384,40384,Net Banking,Product_19,Fashion,45901,21,Male,Bangalore,Budget,2024-10-18,-5517
O02770,C0087,P052,2024-06-09,2,15282,30564,Cash,Product_52,Sports,9147,57,Male,Mumbai,Premium,2024-03-31,12270
O02771,C0208,P036,2024-05-28,2,47853,95706,Card,Product_36,Sports,16717,46,Female,Delhi,Premium,2024-11-18,62272
O02772,C0195,P077,2024-12-17,4,2590,10360,Card,Product_77,Electronics,727,45,Female,Hyderabad,Regular,2024-01-14,7452
O02773,C0331,P090,2024-12-31,1,30638,30638,UPI,Product_90,Electronics,39424,33,Male,Mumbai,Regular,2024-04-11,-8786
O02774,C0200,P074,2024-07-14,3,24561,73683,UPI,Product_74,Beauty,35709,44,Female,Bangalore,Budget,2024-02-23,-33444
O02775,C0252,P056,2024-02-15,4,28796,115184,Net Banking,Product_56,Home,44590,50,Female,Mumbai,Regular,2024-09-03,-63176
O02776,C0131,P045,2024-07-06,2,18637,37274,Cash,Product_45,Home,11283,45,Female,Delhi,Regular,2024-06-21,14708
O02777,C0246,P021,2024-10-26,2,15361,30722,Card,Product_21,Home,31000,40,Male,Chennai,Premium,2024-11-13,-31278
O02778,C0434,P005,2024-01-25,4,24892,99568,Card,Product_5,Beauty,42359,23,Male,Chennai,Budget,2024-05-15,-69868
O02779,C0047,P091,2024-11-11,2,7054,14108,UPI,Product_91,Sports,29757,60,Female,Mumbai,Budget,2024-03-08,-45406
O02780,C0129,P011,2024-08-19,5,17721,88605,Card,Product_11,Electronics,16756,37,Female,Pune,Budget,2024-10-06,4825
O02781,C0151,P019,2024-04-05,4,19252,77008,Card,Product_19,Fashion,45901,24,Female,Bangalore,Budget,2024-08-23,-106596
O02782,C0210,P040,2024-02-04,2,35112,70224,Card,Product_40,Sports,5618,53,Male,Hyderabad,Regular,2024-02-17,58988
O02783,C0447,P012,2024-10-20,5,4417,22085,Card,Product_12,Beauty,17590,30,Male,Pune,Budget,2024-08-27,-65865
O02784,C0148,P071,2024-03-26,4,28739,114956,Card,Product_71,Sports,45243,61,Male,Hyderabad,Premium,2024-06-26,-66016
O02785,C0009,P026,2024-02-09,5,47696,238480,UPI,Product_26,Home,42358,24,Male,Pune,Premium,2024-07-02,26690
O02786,C0396,P013,2024-04-01,3,54561,163683,UPI,Product_13,Beauty,15935,43,Female,Pune,Regular,2024-04-05,115878
O02787,C0399,P060,2024-07-07,5,50863,254315,Card,Product_60,Electronics,38400,29,Female,Bangalore,Premium,2024-02-10,62315
O02788,C0079,P069,2024-01-05,2,17098,34196,Cash,Product_69,Beauty,29895,58,Female,Bangalore,Premium,2024-01-02,-25594
O02789,C0438,P022,2024-01-11,3,34636,103908,UPI,Product_22,Beauty,10967,43,Female,Pune,Premium,2024-12-18,71007
O02790,C0202,P018,2024-08-28,2,4168,8336,Card,Product_18,Home,43339,36,Female,Hyderabad,Premium,2024-08-20,-78342
O02791,C0434,P017,2024-11-07,2,57471,114942,Cash,Product_17,Home,1249,23,Male,Chennai,Budget,2024-05-15,112444
O02792,C0294,P036,2024-08-20,4,17108,68432,Card,Product_36,Sports,16717,45,Male,Chennai,Budget,2024-07-09,1564
O02793,C0364,P015,2024-11-23,2,11622,23244,UPI,Product_15,Home,22102,41,Female,Pune,Regular,2024-07-14,-20960
O02794,C0035,P049,2024-05-27,2,1037,2074,Net Banking,Product_49,Electronics,32535,52,Male,Hyderabad,Regular,2024-09-07,-62996
O02795,C0271,P063,2024-10-04,4,37065,148260,Net Banking,Product_63,Electronics,35965,58,Male,Delhi,Regular,2024-05-04,4400
O02796,C0456,P068,2024-09-23,4,43424,173696,Cash,Product_68,Beauty,25040,35,Male,Mumbai,Premium,2024-07-20,73536
O02797,C0403,P078,2024-07-26,5,48078,240390,Cash,Product_78,Beauty,20053,57,Female,Bangalore,Budget,2024-01-30,140125
O02798,C0269,P053,2024-09-12,2,33974,67948,Card,Product_53,Beauty,27725,21,Female,Bangalore,Premium,2024-03-03,12498
O02799,C0413,P005,2024-11-03,2,5811,11622,Cash,Product_5,Beauty,42359,34,Female,Mumbai,Budget,2024-05-26,-73096
O02800,C0432,P039,2024-07-30,1,40609,40609,Net Banking,Product_39,Home,46622,55,Male,Mumbai,Budget,2024-11-15,-6013
O02801,C0193,P039,2024-06-10,3,2564,7692,Net Banking,Product_39,Home,46622,37,Female,Bangalore,Budget,2024-10-03,-132174
O02802,C0102,P097,2024-08-10,1,15127,15127,Card,Product_97,Sports,9683,25,Female,Hyderabad,Regular,2024-12-07,5444
O02803,C0231,P076,2024-06-03,2,43537,87074,Net Banking,Product_76,Fashion,48200,46,Male,Chennai,Regular,2024-01-15,-9326
O02804,C0126,P019,2024-08-12,1,15881,15881,Cash,Product_19,Fashion,45901,39,Female,Pune,Premium,2024-04-15,-30020
O02805,C0250,P052,2024-08-26,4,47719,190876,Cash,Product_52,Sports,9147,36,Female,Chennai,Regular,2024-03-30,154288
O02806,C0452,P027,2024-07-31,4,9546,38184,UPI,Product_27,Sports,24587,24,Female,Mumbai,Regular,2024-07-06,-60164
O02807,C0126,P019,2024-07-10,1,20360,20360,UPI,Product_19,Fashion,45901,39,Female,Pune,Premium,2024-04-15,-25541
O02808,C0180,P060,2024-11-30,4,59133,236532,Net Banking,Product_60,Electronics,38400,44,Male,Hyderabad,Regular,2024-08-18,82932
O02809,C0040,P077,2024-09-19,3,24250,72750,Net Banking,Product_77,Electronics,727,51,Female,Mumbai,Budget,2024-12-19,70569
O02810,C0021,P062,2024-06-18,1,24100,24100,Card,Product_62,Electronics,23079,22,Male,Hyderabad,Budget,2024-06-10,1021
O02811,C0159,P065,2024-02-21,2,1724,3448,Card,Product_65,Home,2579,39,Female,Hyderabad,Budget,2024-05-21,-1710
O02812,C0382,P092,2024-01-31,5,18669,93345,UPI,Product_92,Electronics,44541,57,Female,Mumbai,Budget,2024-08-01,-129360
O02813,C0261,P028,2024-01-13,5,25331,126655,Net Banking,Product_28,Fashion,14973,44,Male,Mumbai,Premium,2024-01-20,51790
O02814,C0207,P043,2024-06-26,5,31165,155825,Cash,Product_43,Sports,13748,31,Female,Hyderabad,Premium,2024-05-27,87085
O02815,C0146,P048,2024-09-21,1,53509,53509,UPI,Product_48,Sports,47483,42,Female,Chennai,Premium,2024-02-08,6026
O02816,C0453,P057,2024-09-20,4,29403,117612,UPI,Product_57,Electronics,47900,43,Female,Delhi,Regular,2024-01-27,-73988
O02817,C0342,P100,2024-10-16,5,48753,243765,UPI,Product_100,Sports,21399,50,Male,Delhi,Regular,2024-02-22,136770
O02818,C0496,P020,2024-12-04,4,22636,90544,Net Banking,Product_20,Electronics,4571,18,Female,Hyderabad,Budget,2024-02-24,72260
O02819,C0375,P093,2024-03-13,3,10434,31302,Card,Product_93,Electronics,16538,48,Female,Hyderabad,Premium,2024-02-10,-18312
O02820,C0048,P079,2024-07-20,4,19072,76288,Card,Product_79,Sports,44638,64,Female,Mumbai,Regular,2024-07-27,-102264
O02821,C0022,P006,2024-03-09,3,1793,5379,Card,Product_6,Sports,28529,31,Female,Pune,Budget,2024-08-22,-80208
O02822,C0215,P073,2024-03-18,2,28367,56734,Net Banking,Product_73,Fashion,8274,30,Male,Delhi,Regular,2024-07-31,40186
O02823,C0281,P073,2024-01-01,3,14802,44406,UPI,Product_73,Fashion,8274,57,Male,Chennai,Budget,2024-09-23,19584
O02824,C0084,P005,2024-09-04,3,48660,145980,UPI,Product_5,Beauty,42359,27,Female,Mumbai,Premium,2024-06-06,18903
O02825,C0113,P060,2024-09-09,2,45080,90160,UPI,Product_60,Electronics,38400,47,Female,Chennai,Budget,2024-04-09,13360
O02826,C0041,P086,2024-06-24,4,54194,216776,Cash,Product_86,Beauty,2611,30,Female,Pune,Budget,2024-11-28,206332
O02827,C0436,P061,2024-10-12,3,38817,116451,Cash,Product_61,Beauty,3468,58,Male,Pune,Budget,2024-10-06,106047
O02828,C0324,P086,2024-03-20,3,35518,106554,Cash,Product_86,Beauty,2611,19,Female,Mumbai,Budget,2024-08-23,98721
O02829,C0413,P077,2024-01-12,2,15824,31648,Net Banking,Product_77,Electronics,727,34,Female,Mumbai,Budget,2024-05-26,30194
O02830,C0248,P035,2024-06-02,3,34347,103041,Net Banking,Product_35,Fashion,44022,59,Male,Bangalore,Regular,2024-01-18,-29025
O02831,C0499,P093,2024-10-29,4,4361,17444,Cash,Product_93,Electronics,16538,35,Male,Delhi,Regular,2024-03-24,-48708
O02832,C0411,P033,2024-03-16,1,55006,55006,Card,Product_33,Sports,46502,35,Male,Delhi,Premium,2024-04-05,8504
O02833,C0433,P029,2024-03-19,2,31431,62862,UPI,Product_29,Beauty,9253,64,Female,Hyderabad,Premium,2024-01-15,44356
O02834,C0358,P070,2024-07-30,5,24789,123945,Net Banking,Product_70,Electronics,25118,24,Male,Chennai,Regular,2024-11-12,-1645
O02835,C0215,P073,2024-02-11,3,20600,61800,Card,Product_73,Fashion,8274,30,Male,Delhi,Regular,2024-07-31,36978
O02836,C0084,P080,2024-02-03,4,44442,177768,Cash,Product_80,Sports,28295,27,Female,Mumbai,Premium,2024-06-06,64588
O02837,C0475,P008,2024-08-09,4,27602,110408,Card,Product_8,Electronics,26769,42,Female,Mumbai,Regular,2024-09-29,3332
O02838,C0213,P061,2024-07-08,1,22874,22874,UPI,Product_61,Beauty,3468,63,Female,Pune,Regular,2024-08-29,19406
O02839,C0158,P031,2024-09-08,4,58613,234452,Net Banking,Product_31,Sports,49503,29,Female,Mumbai,Regular,2024-05-12,36440
O02840,C0302,P028,2024-04-30,4,29187,116748,Cash,Product_28,Fashion,14973,61,Male,Hyderabad,Budget,2024-12-21,56856
O02841,C0125,P079,2024-03-22,2,23027,46054,Cash,Product_79,Sports,44638,27,Male,Delhi,Regular,2024-07-27,-43222
O02842,C0304,P049,2024-02-12,1,7596,7596,UPI,Product_49,Electronics,32535,37,Female,Bangalore,Premium,2024-04-02,-24939
O02843,C0408,P095,2024-10-03,1,10833,10833,Net Banking,Product_95,Sports,15857,20,Male,Chennai,Regular,2024-07-08,-5024
O02844,C0253,P012,2024-01-02,2,4365,8730,Net Banking,Product_12,Beauty,17590,36,Female,Delhi,Regular,2024-02-08,-26450
O02845,C0091,P005,2024-07-06,2,20098,40196,Cash,Product_5,Beauty,42359,30,Female,Bangalore,Regular,2024-04-26,-44522
O02846,C0342,P074,2024-03-25,1,3649,3649,Cash,Product_74,Beauty,35709,50,Male,Delhi,Regular,2024-02-22,-32060
O02847,C0170,P013,2024-02-12,1,39198,39198,UPI,Product_13,Beauty,15935,35,Female,Delhi,Premium,2024-05-31,23263
O02848,C0315,P001,2024-03-28,2,52743,105486,Net Banking,Product_1,Home,1423,20,Male,Pune,Budget,2024-01-29,102640
O02849,C0422,P063,2024-10-30,1,18519,18519,Cash,Product_63,Electronics,35965,37,Female,Chennai,Budget,2024-09-02,-17446
O02850,C0316,P068,2024-11-09,1,55512,55512,Cash,Product_68,Beauty,25040,18,Male,Bangalore,Premium,2024-03-11,30472
O02851,C0071,P009,2024-05-13,4,40725,162900,Card,Product_9,Fashion,12609,22,Male,Hyderabad,Regular,2024-03-08,112464
O02852,C0330,P100,2024-09-11,5,7299,36495,Card,Product_100,Sports,21399,40,Female,Chennai,Budget,2024-03-16,-70500
O02853,C0353,P037,2024-06-22,1,26781,26781,Card,Product_37,Sports,5865,39,Male,Chennai,Budget,2024-12-16,20916
O02854,C0356,P061,2024-09-17,4,24511,98044,Cash,Product_61,Beauty,3468,29,Male,Bangalore,Regular,2024-04-08,84172
O02855,C0151,P084,2024-04-30,4,28392,113568,Cash,Product_84,Fashion,18564,24,Female,Bangalore,Budget,2024-08-23,39312
O02856,C0342,P042,2024-08-24,2,16773,33546,Card,Product_42,Sports,36390,50,Male,Delhi,Regular,2024-02-22,-39234
O02857,C0361,P020,2024-01-31,1,6207,6207,UPI,Product_20,Electronics,4571,44,Female,Chennai,Budget,2024-05-01,1636
O02858,C0076,P014,2024-03-17,4,9264,37056,UPI,Product_14,Home,49898,24,Male,Bangalore,Regular,2024-11-05,-162536
O02859,C0145,P099,2024-06-12,3,46070,138210,Card,Product_99,Sports,48440,55,Male,Bangalore,Budget,2024-12-12,-7110
O02860,C0368,P062,2024-03-03,4,27861,111444,Cash,Product_62,Electronics,23079,36,Male,Mumbai,Regular,2024-08-18,19128
O02861,C0480,P091,2024-08-30,2,59693,119386,UPI,Product_91,Sports,29757,63,Female,Bangalore,Regular,2024-06-27,59872
O02862,C0187,P021,2024-06-25,4,13549,54196,UPI,Product_21,Home,31000,36,Female,Chennai,Regular,2024-02-06,-69804
O02863,C0026,P005,2024-04-05,3,26530,79590,Net Banking,Product_5,Beauty,42359,50,Female,Delhi,Premium,2024-02-26,-47487
O02864,C0238,P085,2024-12-29,4,52362,209448,Cash,Product_85,Electronics,48015,47,Female,Chennai,Budget,2024-03-21,17388
O02865,C0231,P018,2024-12-28,3,49842,149526,Net Banking,Product_18,Home,43339,46,Male,Chennai,Regular,2024-01-15,19509
O02866,C0338,P041,2024-12-24,5,57894,289470,Card,Product_41,Electronics,7853,20,Male,Bangalore,Regular,2024-02-09,250205
O02867,C0004,P022,2024-02-17,3,28249,84747,Net Banking,Product_22,Beauty,10967,19,Male,Mumbai,Premium,2024-09-15,51846
O02868,C0449,P043,2024-03-12,2,3754,7508,Card,Product_43,Sports,13748,43,Female,Mumbai,Premium,2024-10-25,-19988
O02869,C0263,P078,2024-04-13,4,19209,76836,Card,Product_78,Beauty,20053,52,Male,Pune,Regular,2024-07-08,-3376
O02870,C0214,P005,2024-07-03,1,42388,42388,Cash,Product_5,Beauty,42359,33,Female,Hyderabad,Premium,2024-07-15,29
O02871,C0410,P079,2024-01-02,3,23097,69291,UPI,Product_79,Sports,44638,51,Female,Pune,Regular,2024-11-28,-64623
O02872,C0248,P099,2024-04-18,5,14219,71095,Card,Product_99,Sports,48440,59,Male,Bangalore,Regular,2024-01-18,-171105
O02873,C0171,P088,2024-09-28,5,18920,94600,Net Banking,Product_88,Fashion,16272,32,Female,Mumbai,Regular,2024-01-08,13240
O02874,C0456,P068,2024-11-09,5,41138,205690,Card,Product_68,Beauty,25040,35,Male,Mumbai,Premium,2024-07-20,80490
O02875,C0223,P099,2024-10-29,1,30815,30815,Cash,Product_99,Sports,48440,50,Female,Delhi,Regular,2024-02-21,-17625
O02876,C0276,P097,2024-05-25,4,3917,15668,Cash,Product_97,Sports,9683,19,Male,Delhi,Regular,2024-05-01,-23064
O02877,C0010,P053,2024-02-02,5,42093,210465,Net Banking,Product_53,Beauty,27725,40,Female,Delhi,Budget,2024-08-23,71840
O02878,C0425,P054,2024-11-07,4,58957,235828,Card,Product_54,Electronics,37456,47,Female,Mumbai,Budget,2024-11-23,86004
O02879,C0473,P041,2024-08-18,5,15607,78035,Cash,Product_41,Electronics,7853,65,Male,Chennai,Premium,2024-09-22,38770
O02880,C0154,P084,2024-04-27,1,54525,54525,Cash,Product_84,Fashion,18564,47,Female,Chennai,Budget,2024-05-17,35961
O02881,C0203,P034,2024-04-27,1,35782,35782,UPI,Product_34,Sports,31356,23,Female,Bangalore,Regular,2024-02-29,4426
O02882,C0114,P058,2024-01-02,2,27016,54032,Net Banking,Product_58,Home,26448,63,Female,Pune,Regular,2024-05-04,1136
O02883,C0025,P010,2024-10-06,3,36078,108234,Net Banking,Product_10,Home,31790,55,Female,Bangalore,Premium,2024-03-11,12864
O02884,C0009,P065,2024-11-03,3,51390,154170,UPI,Product_65,Home,2579,24,Male,Pune,Premium,2024-07-02,146433
O02885,C0255,P075,2024-12-04,2,36002,72004,Cash,Product_75,Fashion,35158,43,Female,Delhi,Regular,2024-01-08,1688
O02886,C0400,P015,2024-10-14,2,26495,52990,Cash,Product_15,Home,22102,38,Female,Bangalore,Regular,2024-11-04,8786
O02887,C0091,P070,2024-12-16,2,1931,3862,Net Banking,Product_70,Electronics,25118,30,Female,Bangalore,Regular,2024-04-26,-46374
O02888,C0041,P043,2024-01-11,2,32448,64896,UPI,Product_43,Sports,13748,30,Female,Pune,Budget,2024-11-28,37400
O02889,C0067,P096,2024-12-02,3,12077,36231,Cash,Product_96,Electronics,14738,60,Female,Bangalore,Premium,2024-12-08,-7983
O02890,C0344,P033,2024-08-06,4,11607,46428,Card,Product_33,Sports,46502,20,Male,Chennai,Regular,2024-08-12,-139580
O02891,C0374,P021,2024-05-27,3,7396,22188,Cash,Product_21,Home,31000,36,Female,Chennai,Premium,2024-12-27,-70812
O02892,C0278,P089,2024-02-05,5,42878,214390,UPI,Product_89,Electronics,4909,21,Male,Chennai,Regular,2024-09-26,189845
O02893,C0080,P016,2024-02-03,1,16699,16699,Cash,Product_16,Sports,38672,39,Male,Chennai,Regular,2024-03-23,-21973
O02894,C0495,P023,2024-08-19,1,51128,51128,Cash,Product_23,Sports,45462,49,Male,Chennai,Regular,2024-01-20,5666
O02895,C0063,P065,2024-09-18,5,31493,157465,UPI,Product_65,Home,2579,48,Male,Delhi,Budget,2024-02-11,144570
O02896,C0247,P086,2024-02-12,5,19238,96190,Cash,Product_86,Beauty,2611,34,Male,Chennai,Premium,2024-11-17,83135
O02897,C0404,P012,2024-07-17,3,12560,37680,Card,Product_12,Beauty,17590,22,Female,Bangalore,Budget,2024-12-13,-15090
O02898,C0280,P033,2024-02-14,1,41654,41654,UPI,Product_33,Sports,46502,50,Male,Pune,Budget,2024-04-23,-4848
O02899,C0084,P019,2024-09-24,3,11508,34524,Card,Product_19,Fashion,45901,27,Female,Mumbai,Premium,2024-06-06,-103179
O02900,C0246,P097,2024-06-23,3,2952,8856,Net Banking,Product_97,Sports,9683,40,Male,Chennai,Premium,2024-11-13,-20193
O02901,C0406,P097,2024-09-19,4,7787,31148,Net Banking,Product_97,Sports,9683,46,Male,Mumbai,Premium,2024-04-30,-7584
O02902,C0109,P022,2024-11-22,2,41702,83404,Net Banking,Product_22,Beauty,10967,60,Male,Bangalore,Budget,2024-12-05,61470
O02903,C0397,P076,2024-04-26,1,49801,49801,Net Banking,Product_76,Fashion,48200,49,Female,Bangalore,Budget,2024-05-16,1601
O02904,C0286,P099,2024-06-13,4,26380,105520,Cash,Product_99,Sports,48440,57,Female,Pune,Budget,2024-09-28,-88240
O02905,C0102,P006,2024-04-06,1,30681,30681,UPI,Product_6,Sports,28529,25,Female,Hyderabad,Regular,2024-12-07,2152
O02906,C0293,P046,2024-07-09,1,44553,44553,Cash,Product_46,Beauty,34601,48,Male,Delhi,Premium,2024-02-17,9952
O02907,C0213,P096,2024-08-25,1,21654,21654,UPI,Product_96,Electronics,14738,63,Female,Pune,Regular,2024-08-29,6916
O02908,C0069,P013,2024-10-14,5,35112,175560,UPI,Product_13,Beauty,15935,26,Female,Pune,Regular,2024-02-07,95885
O02909,C0304,P018,2024-10-10,4,33397,133588,Cash,Product_18,Home,43339,37,Female,Bangalore,Premium,2024-04-02,-39768
O02910,C0062,P080,2024-11-22,1,52520,52520,Cash,Product_80,Sports,28295,21,Female,Delhi,Premium,2024-10-26,24225
O02911,C0126,P040,2024-08-05,5,54881,274405,Cash,Product_40,Sports,5618,39,Female,Pune,Premium,2024-04-15,246315
O02912,C0020,P014,2024-12-06,1,20674,20674,Card,Product_14,Home,49898,32,Male,Bangalore,Regular,2024-05-17,-29224
O02913,C0357,P034,2024-05-23,4,11029,44116,Cash,Product_34,Sports,31356,32,Male,Mumbai,Premium,2024-05-31,-81308
O02914,C0436,P053,2024-07-05,1,35797,35797,UPI,Product_53,Beauty,27725,58,Male,Pune,Budget,2024-10-06,8072
O02915,C0256,P040,2024-01-12,3,27664,82992,UPI,Product_40,Sports,5618,34,Male,Pune,Regular,2024-12-10,66138
O02916,C0146,P042,2024-02-17,2,47648,95296,Card,Product_42,Sports,36390,42,Female,Chennai,Premium,2024-02-08,22516
O02917,C0477,P068,2024-02-21,5,40291,201455,Cash,Product_68,Beauty,25040,59,Female,Hyderabad,Regular,2024-04-08,76255
O02918,C0059,P013,2024-06-19,3,51331,153993,Cash,Product_13,Beauty,15935,36,Female,Chennai,Budget,2024-10-11,106188
O02919,C0455,P016,2024-04-18,2,38775,77550,UPI,Product_16,Sports,38672,22,Female,Hyderabad,Regular,2024-10-08,206
O02920,C0119,P007,2024-10-08,3,21413,64239,UPI,Product_7,Electronics,21991,45,Female,Mumbai,Budget,2024-08-31,-1734
O02921,C0416,P092,2024-12-19,5,38837,194185,Cash,Product_92,Electronics,44541,23,Female,Chennai,Regular,2024-12-29,-28520
O02922,C0465,P071,2024-07-25,3,7582,22746,UPI,Product_71,Sports,45243,25,Female,Hyderabad,Regular,2024-12-18,-112983
O02923,C0160,P054,2024-06-19,1,44115,44115,Cash,Product_54,Electronics,37456,53,Male,Hyderabad,Premium,2024-02-13,6659
O02924,C0380,P007,2024-02-18,2,5505,11010,UPI,Product_7,Electronics,21991,56,Male,Chennai,Budget,2024-10-21,-32972
O02925,C0055,P062,2024-07-03,1,31751,31751,Net Banking,Product_62,Electronics,23079,24,Male,Chennai,Budget,2024-01-08,8672
O02926,C0278,P014,2024-10-29,3,11407,34221,Card,Product_14,Home,49898,21,Male,Chennai,Regular,2024-09-26,-115473
O02927,C0042,P043,2024-11-28,2,13132,26264,UPI,Product_43,Sports,13748,41,Female,Hyderabad,Regular,2024-03-02,-1232
O02928,C0323,P003,2024-12-28,4,15314,61256,Card,Product_3,Fashion,44697,58,Female,Bangalore,Premium,2024-07-26,-117532
O02929,C0087,P095,2024-07-27,5,16636,83180,UPI,Product_95,Sports,15857,57,Male,Mumbai,Premium,2024-03-31,3895
O02930,C0349,P067,2024-04-06,3,38794,116382,Net Banking,Product_67,Beauty,9375,56,Male,Bangalore,Premium,2024-10-25,88257
O02931,C0281,P031,2024-04-18,1,29162,29162,Net Banking,Product_31,Sports,49503,57,Male,Chennai,Budget,2024-09-23,-20341
O02932,C0099,P068,2024-03-10,3,23561,70683,Net Banking,Product_68,Beauty,25040,20,Female,Delhi,Budget,2024-10-02,-4437
