order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method
O02715,C0262,P002,2024-12-06,1,35377,35377,Cash
O02716,C0300,P068,2024-03-11,1,20879,20879,Cash
O02717,C0472,P032,2024-04-19,4,53509,214036,Card
O02718,C0340,P061,2024-04-19,4,32374,129496,UPI
O02719,C0089,P050,2024-11-17,5,42510,212550,UPI
O02720,C0075,P086,2024-09-18,2,57219,114438,Card
O02721,C0441,P098,2024-09-19,1,32305,32305,UPI
O02722,C0290,P022,2024-07-30,2,42087,84174,Cash
O02723,C0481,P029,2024-01-31,3,27633,82899,Net Banking
O02724,C0022,P042,2024-04-08,4,2813,11252,Cash
O02725,C0201,P058,2024-04-25,5,55812,279060,Card
O02726,C0246,P079,2024-07-27,5,59244,296220,Card
O02727,C0124,P077,2024-09-11,5,19849,99245,UPI
O02728,C0222,P077,2024-02-03,1,28349,28349,UPI
O02729,C0361,P100,2024-11-24,2,51653,103306,UPI
O02730,C0190,P036,2024-08-25,4,19404,77616,Cash
O02731,C0156,P069,2024-06-06,5,22436,112180,Net Banking
O02732,C0262,P063,2024-12-18,4,50638,202552,Card
O02733,C0241,P044,2024-09-07,1,46313,46313,Cash
O02734,C0273,P067,2024-02-02,5,42377,211885,Cash
O02735,C0323,P035,2024-05-27,3,58327,174981,Card
O02736,C0161,P042,2024-04-07,2,38094,76188,Cash
O02737,C0498,P040,2024-06-20,2,55115,110230,Net Banking
O02738,C0143,P034,2024-12-08,5,28777,143885,Card
O02739,C0394,P079,2024-12-18,2,53575,107150,Cash
O02740,C0098,P088,2024-10-04,3,47702,143106,Cash
O02741,C0105,P060,2024-03-29,5,35086,175430,UPI
O02742,C0371,P093,2024-05-06,3,42850,128550,Card
O02743,C0307,P082,2024-11-27,3,12998,38994,Net Banking
O02744,C0192,P032,2024-05-18,4,32741,130964,Net Banking
O02745,C0276,P044,2024-11-06,2,17693,35386,UPI
O02746,C0130,P016,2024-10-08,4,54288,217152,Net Banking
O02747,C0002,P009,2024-05-10,2,54214,108428,Net Banking
O02748,C0233,P071,2024-05-21,5,54815,274075,Net Banking
O02749,C0102,P035,2024-11-17,1,29030,29030,Net Banking
O02750,C0305,P014,2024-07-17,4,29650,118600,Cash
O02751,C0062,P018,2024-07-04,2,9055,18110,UPI
O02752,C0022,P009,2024-10-07,3,8042,24126,Cash
O02753,C0066,P013,2024-01-21,4,14427,57708,UPI
O02754,C0006,P015,2024-05-21,3,41918,125754,Cash
O02755,C0221,P031,2024-11-12,2,15446,30892,Cash
O02756,C0476,P071,2024-05-01,3,56100,168300,Card
O02757,C0012,P071,2024-04-22,5,21756,108780,Card
O02758,C0413,P050,2024-11-11,2,36501,73002,UPI
O02759,C0489,P021,2024-11-10,1,38436,38436,Cash
O02760,C0415,P063,2024-05-06,1,7270,7270,Net Banking
O02761,C0114,P031,2024-03-25,4,40951,163804,Card
O02762,C0470,P029,2024-01-02,3,8037,24111,Card
O02763,C0344,P040,2024-11-03,4,38987,155948,Net Banking
O02764,C0229,P028,2024-02-11,2,7577,15154,Net Banking
O02765,C0365,P057,2024-07-15,4,10855,43420,Net Banking
O02766,C0012,P070,2024-12-10,3,14443,43329,Net Banking
O02767,C0224,P068,2024-01-11,3,22107,66321,Net Banking
O02768,C0260,P079,2024-08-14,4,55933,223732,Card
O02769,C0191,P019,2024-12-23,1,40384,40384,Net Banking
O02770,C0087,P052,2024-06-09,2,15282,30564,Cash
O02771,C0208,P036,2024-05-28,2,47853,95706,Card
O02772,C0195,P077,2024-12-17,4,2590,10360,Card
O02773,C0331,P090,2024-12-31,1,30638,30638,UPI
O02774,C0200,P074,2024-07-14,3,24561,73683,UPI
O02775,C0252,P056,2024-02-15,4,28796,115184,Net Banking
O02776,C0131,P045,2024-07-06,2,18637,37274,Cash
O02777,C0246,P021,2024-10-26,2,15361,30722,Card
O02778,C0434,P005,2024-01-25,4,24892,99568,Card
O02779,C0047,P091,2024-11-11,2,7054,14108,UPI
O02780,C0129,P011,2024-08-19,5,17721,88605,Card
O02781,C0151,P019,2024-04-05,4,19252,77008,Card
O02782,C0210,P040,2024-02-04,2,35112,70224,Card
O02783,C0447,P012,2024-10-20,5,4417,22085,Card
O02784,C0148,P071,2024-03-26,4,28739,114956,Card
O02785,C0009,P026,2024-02-09,5,47696,238480,UPI
O02786,C0396,P013,2024-04-01,3,54561,163683,UPI
O02787,C0399,P060,2024-07-07,5,50863,254315,Card
O02788,C0079,P069,2024-01-05,2,17098,34196,Cash
O02789,C0438,P022,2024-01-11,3,34636,103908,UPI
O02790,C0202,P018,2024-08-28,2,4168,8336,Card
O02791,C0434,P017,2024-11-07,2,57471,114942,Cash
O02792,C0294,P036,2024-08-20,4,17108,68432,Card
O02793,C0364,P015,2024-11-23,2,11622,23244,UPI
O02794,C0035,P049,2024-05-27,2,1037,2074,Net Banking
O02795,C0271,P063,2024-10-04,4,37065,148260,Net Banking
O02796,C0456,P068,2024-09-23,4,43424,173696,Cash
O02797,C0403,P078,2024-07-26,5,48078,240390,Cash
O02798,C0269,P053,2024-09-12,2,33974,67948,Card
O02799,C0413,P005,2024-11-03,2,5811,11622,Cash
O02800,C0432,P039,2024-07-30,1,40609,40609,Net Banking
O02801,C0193,P039,2024-06-10,3,2564,7692,Net Banking
O02802,C0102,P097,2024-08-10,1,15127,15127,Card
O02803,C0231,P076,2024-06-03,2,43537,87074,Net Banking
O02804,C0126,P019,2024-08-12,1,15881,15881,Cash
O02805,C0250,P052,2024-08-26,4,47719,190876,Cash
O02806,C0452,P027,2024-07-31,4,9546,38184,UPI
O02807,C0126,P019,2024-07-10,1,20360,20360,UPI
O02808,C0180,P060,2024-11-30,4,59133,236532,Net Banking
O02809,C0040,P077,2024-09-19,3,24250,72750,Net Banking
O02810,C0021,P062,2024-06-18,1,24100,24100,Card
O02811,C0159,P065,2024-02-21,2,1724,3448,Card
O02812,C0382,P092,2024-01-31,5,18669,93345,UPI
O02813,C0261,P028,2024-01-13,5,25331,126655,Net Banking
O02814,C0207,P043,2024-06-26,5,31165,155825,Cash
O02815,C0146,P048,2024-09-21,1,53509,53509,UPI
O02816,C0453,P057,2024-09-20,4,29403,117612,UPI
O02817,C0342,P100,2024-10-16,5,48753,243765,UPI
O02818,C0496,P020,2024-12-04,4,22636,90544,Net Banking
O02819,C0375,P093,2024-03-13,3,10434,31302,Card
O02820,C0048,P079,2024-07-20,4,19072,76288,Card
O02821,C0022,P006,2024-03-09,3,1793,5379,Card
O02822,C0215,P073,2024-03-18,2,28367,56734,Net Banking
O02823,C0281,P073,2024-01-01,3,14802,44406,UPI
O02824,C0084,P005,2024-09-04,3,48660,145980,UPI
O02825,C0113,P060,2024-09-09,2,45080,90160,UPI
O02826,C0041,P086,2024-06-24,4,54194,216776,Cash
O02827,C0436,P061,2024-10-12,3,38817,116451,Cash
O02828,C0324,P086,2024-03-20,3,35518,106554,Cash
O02829,C0413,P077,2024-01-12,2,15824,31648,Net Banking
O02830,C0248,P035,2024-06-02,3,34347,103041,Net Banking
O02831,C0499,P093,2024-10-29,4,4361,17444,Cash
O02832,C0411,P033,2024-03-16,1,55006,55006,Card
O02833,C0433,P029,2024-03-19,2,31431,62862,UPI
O02834,C0358,P070,2024-07-30,5,24789,123945,Net Banking
O02835,C0215,P073,2024-02-11,3,20600,61800,Card
O02836,C0084,P080,2024-02-03,4,44442,177768,Cash
O02837,C0475,P008,2024-08-09,4,27602,110408,Card
O02838,C0213,P061,2024-07-08,1,22874,22874,UPI
O02839,C0158,P031,2024-09-08,4,58613,234452,Net Banking
O02840,C0302,P028,2024-04-30,4,29187,116748,Cash
O02841,C0125,P079,2024-03-22,2,23027,46054,Cash
O02842,C0304,P049,2024-02-12,1,7596,7596,UPI
O02843,C0408,P095,2024-10-03,1,10833,10833,Net Banking
O02844,C0253,P012,2024-01-02,2,4365,8730,Net Banking
O02845,C0091,P005,2024-07-06,2,20098,40196,Cash
O02846,C0342,P074,2024-03-25,1,3649,3649,Cash
O02847,C0170,P013,2024-02-12,1,39198,39198,UPI
O02848,C0315,P001,2024-03-28,2,52743,105486,Net Banking
O02849,C0422,P063,2024-10-30,1,18519,18519,Cash
O02850,C0316,P068,2024-11-09,1,55512,55512,Cash
O02851,C0071,P009,2024-05-13,4,40725,162900,Card
O02852,C0330,P100,2024-09-11,5,7299,36495,Card
O02853,C0353,P037,2024-06-22,1,26781,26781,Card
O02854,C0356,P061,2024-09-17,4,24511,98044,Cash
O02855,C0151,P084,2024-04-30,4,28392,113568,Cash
O02856,C0342,P042,2024-08-24,2,16773,33546,Card
O02857,C0361,P020,2024-01-31,1,6207,6207,UPI
O02858,C0076,P014,2024-03-17,4,9264,37056,UPI
O02859,C0145,P099,2024-06-12,3,46070,138210,Card
O02860,C0368,P062,2024-03-03,4,27861,111444,Cash
O02861,C0480,P091,2024-08-30,2,59693,119386,UPI
O02862,C0187,P021,2024-06-25,4,13549,54196,UPI
O02863,C0026,P005,2024-04-05,3,26530,79590,Net Banking
O02864,C0238,P085,2024-12-29,4,52362,209448,Cash
O02865,C0231,P018,2024-12-28,3,49842,149526,Net Banking
O02866,C0338,P041,2024-12-24,5,57894,289470,Card
O02867,C0004,P022,2024-02-17,3,28249,84747,Net Banking
O02868,C0449,P043,2024-03-12,2,3754,7508,Card
O02869,C0263,P078,2024-04-13,4,19209,76836,Card
O02870,C0214,P005,2024-07-03,1,42388,42388,Cash
O02871,C0410,P079,2024-01-02,3,23097,69291,UPI
O02872,C0248,P099,2024-04-18,5,14219,71095,Card
O02873,C0171,P088,2024-09-28,5,18920,94600,Net Banking
O02874,C0456,P068,2024-11-09,5,41138,205690,Card
O02875,C0223,P099,2024-10-29,1,30815,30815,Cash
O02876,C0276,P097,2024-05-25,4,3917,15668,Cash
O02877,C0010,P053,2024-02-02,5,42093,210465,Net Banking
O02878,C0425,P054,2024-11-07,4,58957,235828,Card
O02879,C0473,P041,2024-08-18,5,15607,78035,Cash
O02880,C0154,P084,2024-04-27,1,54525,54525,Cash
O02881,C0203,P034,2024-04-27,1,35782,35782,UPI
O02882,C0114,P058,2024-01-02,2,27016,54032,Net Banking
O02883,C0025,P010,2024-10-06,3,36078,108234,Net Banking
O02884,C0009,P065,2024-11-03,3,51390,154170,UPI
O02885,C0255,P075,2024-12-04,2,36002,72004,Cash
O02886,C0400,P015,2024-10-14,2,26495,52990,Cash
O02887,C0091,P070,2024-12-16,2,1931,3862,Net Banking
O02888,C0041,P043,2024-01-11,2,32448,64896,UPI
O02889,C0067,P096,2024-12-02,3,12077,36231,Cash
O02890,C0344,P033,2024-08-06,4,11607,46428,Card
O02891,C0374,P021,2024-05-27,3,7396,22188,Cash
O02892,C0278,P089,2024-02-05,5,42878,214390,UPI
O02893,C0080,P016,2024-02-03,1,16699,16699,Cash
O02894,C0495,P023,2024-08-19,1,51128,51128,Cash
O02895,C0063,P065,2024-09-18,5,31493,157465,UPI
O02896,C0247,P086,2024-02-12,5,19238,96190,Cash
O02897,C0404,P012,2024-07-17,3,12560,37680,Card
O02898,C0280,P033,2024-02-14,1,41654,41654,UPI
O02899,C0084,P019,2024-09-24,3,11508,34524,Card
O02900,C0246,P097,2024-06-23,3,2952,8856,Net Banking
O02901,C0406,P097,2024-09-19,4,7787,31148,Net Banking
O02902,C0109,P022,2024-11-22,2,41702,83404,Net Banking
O02903,C0397,P076,2024-04-26,1,49801,49801,Net Banking
O02904,C0286,P099,2024-06-13,4,26380,105520,Cash
O02905,C0102,P006,2024-04-06,1,30681,30681,UPI
O02906,C0293,P046,2024-07-09,1,44553,44553,Cash
O02907,C0213,P096,2024-08-25,1,21654,21654,UPI
O02908,C0069,P013,2024-10-14,5,35112,175560,UPI
O02909,C0304,P018,2024-10-10,4,33397,133588,Cash
O02910,C0062,P080,2024-11-22,1,52520,52520,Cash
O02911,C0126,P040,2024-08-05,5,54881,274405,Cash
O02912,C0020,P014,2024-12-06,1,20674,20674,Card
O02913,C0357,P034,2024-05-23,4,11029,44116,Cash
O02914,C0436,P053,2024-07-05,1,35797,35797,UPI
O02915,C0256,P040,2024-01-12,3,27664,82992,UPI
O02916,C0146,P042,2024-02-17,2,47648,95296,Card
O02917,C0477,P068,2024-02-21,5,40291,201455,Cash
O02918,C0059,P013,2024-06-19,3,51331,153993,Cash
O02919,C0455,P016,2024-04-18,2,38775,77550,UPI
O02920,C0119,P007,2024-10-08,3,21413,64239,UPI
O02921,C0416,P092,2024-12-19,5,38837,194185,Cash
O02922,C0465,P071,2024-07-25,3,7582,22746,UPI
O02923,C0160,P054,2024-06-19,1,44115,44115,Cash
O02924,C0380,P007,2024-02-18,2,5505,11010,UPI
O02925,C0055,P062,2024-07-03,1,31751,31751,Net Banking
O02926,C0278,P014,2024-10-29,3,11407,34221,Card
O02927,C0042,P043,2024-11-28,2,13132,26264,UPI
O02928,C0323,P003,2024-12-28,4,15314,61256,Card
O02929,C0087,P095,2024-07-27,5,16636,83180,UPI
O02930,C0349,P067,2024-04-06,3,38794,116382,Net Banking
O02931,C0281,P031,2024-04-18,1,29162,29162,Net Banking
O02932,C0099,P068,2024-03-10,3,23561,70683,Net Banking
O02933,C0499,P076,2024-05-27,4,38901,155604,Cash
O02934,C0128,P079,2024-08-03,1,47327,47327,Cash
O02935,C0332,P078,2024-02-28,4,1095,4380,Net Banking
O02936,C0303,P025,2024-03-06,3,46305,138915,Card
O02937,C0417,P083,2024-12-09,5,8862,44310,Card
O02938,C0068,P092,2024-05-07,1,16129,16129,UPI
O02939,C0375,P010,2024-04-21,4,9713,38852,Cash
O02940,C0492,P015,2024-11-29,5,1184,5920,Card
O02941,C0368,P015,2024-02-24,1,28089,28089,Cash
O02942,C0106,P058,2024-11-27,2,10632,21264,UPI
O02943,C0445,P048,2024-07-12,3,27943,83829,Cash
O02944,C0228,P085,2024-11-21,2,57213,114426,Card
O02945,C0106,P050,2024-12-06,3,13320,39960,Card
O02946,C0251,P063,2024-01-26,3,29668,89004,Cash
O02947,C0002,P056,2024-02-01,4,11394,45576,UPI
O02948,C0384,P059,2024-04-14,5,19944,99720,Net Banking
O02949,C0057,P037,2024-05-23,2,19575,39150,Card
O02950,C0219,P099,2024-09-28,1,32013,32013,UPI
O02951,C0301,P059,2024-11-25,3,20870,62610,Card
O02952,C0231,P026,2024-09-01,3,56015,168045,Net Banking
O02953,C0139,P021,2024-08-12,4,15454,61816,Card
O02954,C0009,P100,2024-09-05,2,43285,86570,Net Banking
O02955,C0113,P071,2024-03-15,5,43066,215330,UPI
O02956,C0138,P093,2024-05-10,3,35211,105633,UPI
O02957,C0140,P085,2024-06-07,5,53393,266965,Net Banking
O02958,C0011,P009,2024-02-24,5,58986,294930,Card
O02959,C0461,P037,2024-05-05,3,54065,162195,Card
O02960,C0322,P064,2024-03-17,5,1220,6100,UPI
O02961,C0168,P099,2024-10-17,5,28507,142535,Cash
O02962,C0001,P062,2024-02-25,2,13279,26558,Cash
O02963,C0370,P098,2024-12-22,4,17460,69840,Cash
O02964,C0301,P026,2024-11-04,4,44898,179592,Cash
O02965,C0050,P049,2024-04-10,4,41935,167740,Card
O02966,C0167,P006,2024-08-29,3,24388,73164,Card
O02967,C0273,P043,2024-08-08,4,15914,63656,UPI
O02968,C0354,P010,2024-03-11,1,38038,38038,Card
O02969,C0211,P006,2024-07-30,2,31610,63220,UPI
O02970,C0053,P088,2024-03-10,5,29919,149595,Card
O02971,C0378,P028,2024-02-19,2,25305,50610,UPI
O02972,C0132,P002,2024-03-02,5,27813,139065,Cash
O02973,C0330,P076,2024-04-17,4,59530,238120,UPI
O02974,C0175,P031,2024-02-17,5,8784,43920,Cash
O02975,C0406,P077,2024-11-18,5,49917,249585,Card
O02976,C0023,P061,2024-03-26,3,36459,109377,UPI
O02977,C0475,P063,2024-07-29,2,53148,106296,Cash
O02978,C0052,P012,2024-04-27,5,39199,195995,Cash
O02979,C0001,P055,2024-08-19,3,24389,73167,Card
O02980,C0014,P095,2024-10-19,1,42104,42104,UPI
O02981,C0342,P036,2024-03-21,2,12276,24552,Card
O02982,C0378,P006,2024-04-17,2,13835,27670,Card
O02983,C0068,P038,2024-12-04,4,5015,20060,Net Banking
O02984,C0116,P080,2024-03-01,2,3063,6126,Card
O02985,C0188,P081,2024-12-17,3,55705,167115,Net Banking
O02986,C0079,P089,2024-03-22,1,55632,55632,Net Banking
O02987,C0194,P001,2024-01-18,2,25545,51090,Card
O02988,C0351,P054,2024-03-21,1,6559,6559,Card
O02989,C0038,P020,2024-08-10,4,8106,32424,Card
O02990,C0359,P022,2024-09-23,3,47772,143316,Cash
O02991,C0454,P058,2024-10-31,2,55314,110628,Card
O02992,C0489,P058,2024-11-08,4,12281,49124,Net Banking
O02993,C0143,P041,2024-04-19,3,40733,122199,UPI
O02994,C0101,P052,2024-10-01,3,25610,76830,Net Banking
O02995,C0475,P012,2024-12-21,5,8559,42795,Card
O02996,C0462,P007,2024-12-24,2,49300,98600,UPI
O02997,C0287,P062,2024-10-24,4,43575,174300,Card
O02998,C0028,P067,2024-04-28,2,36325,72650,Card
O02999,C0124,P007,2024-11-06,5,57249,286245,UPI
O03000,C0124,P069,2024-06-22,5,6476,32380,UPI
O03001,C0133,P034,2024-03-10,3,36973,110919,Card
O03002,C0023,P055,2024-04-15,4,56721,226884,Card
O03003,C0412,P029,2024-03-16,1,34944,34944,Net Banking
O03004,C0037,P055,2024-06-13,5,6253,31265,Net Banking
O03005,C0085,P088,2024-06-21,3,56523,169569,UPI
O03006,C0017,P098,2024-01-14,1,52121,52121,UPI
O03007,C0442,P093,2024-06-14,1,6481,6481,Card
O03008,C0388,P096,2024-02-12,5,6312,31560,Card
O03009,C0247,P013,2024-10-02,4,52357,209428,Cash
O03010,C0030,P081,2024-03-17,5,2693,13465,Cash
O03011,C0161,P049,2024-09-15,1,53080,53080,Cash
O03012,C0386,P038,2024-02-13,3,11438,34314,Card
O03013,C0308,P086,2024-09-01,5,36390,181950,Cash
O03014,C0252,P067,2024-03-30,1,10868,10868,Cash
O03015,C0257,P080,2024-07-13,1,21585,21585,Net Banking
O03016,C0021,P065,2024-01-14,4,31625,126500,UPI
O03017,C0307,P007,2024-05-13,1,44387,44387,Card
O03018,C0194,P045,2024-07-04,3,6812,20436,Cash
O03019,C0272,P020,2024-10-15,4,25754,103016,UPI
O03020,C0121,P053,2024-05-17,2,53278,106556,Card
O03021,C0165,P048,2024-06-07,1,24999,24999,Card
O03022,C0402,P074,2024-01-22,4,48815,195260,UPI
O03023,C0321,P061,2024-04-16,1,27655,27655,Card
O03024,C0211,P078,2024-08-23,5,37586,187930,Cash
O03025,C0403,P003,2024-11-21,5,52027,260135,Card
O03026,C0065,P009,2024-01-25,1,18551,18551,UPI
O03027,C0444,P051,2024-09-27,3,55715,167145,UPI
O03028,C0456,P072,2024-01-03,5,49398,246990,Cash
O03029,C0321,P094,2024-11-25,3,57160,171480,Card
O03030,C0281,P061,2024-05-07,4,58701,234804,Card
O03031,C0194,P092,2024-11-27,2,35624,71248,UPI
O03032,C0205,P035,2024-12-10,2,11148,22296,UPI
O03033,C0073,P090,2024-12-13,4,41571,166284,Cash
O03034,C0372,P022,2024-11-26,5,38448,192240,Cash
O03035,C0209,P039,2024-05-04,2,2357,4714,Net Banking
O03036,C0388,P092,2024-09-27,2,25134,50268,Net Banking
O03037,C0110,P014,2024-05-08,3,52006,156018,UPI
O03038,C0237,P006,2024-11-19,4,20111,80444,Net Banking
O03039,C0081,P046,2024-05-28,3,50653,151959,UPI
O03040,C0096,P052,2024-12-11,2,48259,96518,Cash
O03041,C0175,P070,2024-04-08,2,20256,40512,UPI
O03042,C0343,P011,2024-06-06,4,25724,102896,Net Banking
O03043,C0406,P036,2024-10-21,3,34618,103854,UPI
O03044,C0396,P029,2024-05-03,1,25141,25141,Card
O03045,C0426,P036,2024-03-09,3,48546,145638,Net Banking
O03046,C0313,P090,2024-12-18,1,45150,45150,Cash
O03047,C0020,P038,2024-05-29,1,56899,56899,Card
O03048,C0105,P028,2024-06-30,2,51138,102276,Card
O03049,C0425,P068,2024-06-10,3,39477,118431,UPI
O03050,C0203,P094,2024-03-13,2,53868,107736,UPI
O03051,C0047,P013,2024-09-26,5,30802,154010,Net Banking
O03052,C0370,P016,2024-11-06,5,4167,20835,Card
O03053,C0124,P076,2024-12-13,1,42344,42344,Card
O03054,C0253,P028,2024-11-25,2,27541,55082,Cash
O03055,C0116,P006,2024-01-18,4,57021,228084,UPI
O03056,C0490,P011,2024-09-15,5,50896,254480,Net Banking
O03057,C0389,P042,2024-08-24,4,7246,28984,Net Banking
O03058,C0399,P071,2024-01-05,5,59446,297230,UPI
O03059,C0467,P024,2024-01-14,2,54762,109524,UPI
O03060,C0301,P014,2024-07-31,3,52028,156084,UPI
O03061,C0282,P017,2024-01-07,5,35332,176660,Card
O03062,C0353,P049,2024-11-22,3,31950,95850,Net Banking
O03063,C0136,P094,2024-11-01,3,54938,164814,UPI
O03064,C0492,P093,2024-11-13,4,1201,4804,Card
O03065,C0201,P048,2024-06-26,5,52909,264545,Card
O03066,C0454,P008,2024-11-05,1,21396,21396,UPI
O03067,C0414,P016,2024-10-21,5,42896,214480,Cash
O03068,C0056,P070,2024-04-28,3,15800,47400,Net Banking
O03069,C0272,P062,2024-01-14,3,55923,167769,Card
O03070,C0388,P053,2024-03-21,2,12180,24360,Card
O03071,C0311,P078,2024-02-07,5,10691,53455,Card
O03072,C0232,P036,2024-08-02,3,23131,69393,UPI
O03073,C0048,P033,2024-05-30,1,46574,46574,Card
O03074,C0267,P069,2024-01-22,4,49964,199856,Cash
O03075,C0323,P003,2024-09-09,3,16574,49722,Net Banking
O03076,C0220,P056,2024-12-21,1,35035,35035,UPI
O03077,C0060,P096,2024-01-10,2,28952,57904,UPI
O03078,C0484,P025,2024-04-14,1,35095,35095,Cash
O03079,C0200,P051,2024-01-14,5,6792,33960,Net Banking
O03080,C0079,P088,2024-06-13,4,5763,23052,Card
O03081,C0052,P023,2024-06-23,2,17647,35294,Cash
O03082,C0027,P056,2024-04-03,5,37063,185315,Net Banking
O03083,C0293,P014,2024-09-05,4,42050,168200,Net Banking
O03084,C0391,P072,2024-04-17,2,41709,83418,Cash
O03085,C0149,P096,2024-05-03,1,8590,8590,Cash
O03086,C0459,P071,2024-09-27,1,53023,53023,Net Banking
O03087,C0400,P025,2024-05-01,3,20558,61674,Net Banking
O03088,C0442,P086,2024-09-27,5,49277,246385,Card
O03089,C0209,P006,2024-11-26,2,16318,32636,Cash
O03090,C0315,P093,2024-02-22,1,4499,4499,Cash
O03091,C0232,P089,2024-01-25,1,40693,40693,Cash
O03092,C0290,P075,2024-05-28,1,53644,53644,Cash
O03093,C0294,P024,2024-08-19,1,47835,47835,Cash
O03094,C0299,P022,2024-11-02,4,50559,202236,Net Banking
O03095,C0393,P080,2024-07-11,5,53957,269785,Cash
O03096,C0426,P071,2024-11-03,5,50774,253870,Net Banking
O03097,C0046,P067,2024-10-01,3,10514,31542,Cash
O03098,C0297,P050,2024-03-16,5,17266,86330,Cash
O03099,C0290,P014,2024-09-13,3,2394,7182,Cash
O03100,C0292,P080,2024-04-07,2,12476,24952,UPI
O03101,C0095,P100,2024-03-13,2,20295,40590,Net Banking
O03102,C0207,P073,2024-07-27,5,4589,22945,UPI
O03103,C0286,P061,2024-11-23,2,27082,54164,UPI
O03104,C0235,P098,2024-01-16,4,59432,237728,Net Banking
O03105,C0090,P096,2024-10-14,2,21283,42566,Card
O03106,C0267,P078,2024-12-09,2,22350,44700,Cash
O03107,C0333,P032,2024-12-02,5,10078,50390,UPI
O03108,C0429,P037,2024-06-25,1,59802,59802,Net Banking
O03109,C0455,P085,2024-12-21,1,10336,10336,Net Banking
O03110,C0175,P004,2024-03-16,5,53729,268645,Net Banking
O03111,C0303,P098,2024-12-12,3,36684,110052,Card
O03112,C0223,P085,2024-10-08,3,7127,21381,Net Banking
O03113,C0294,P049,2024-11-18,3,27668,83004,UPI
O03114,C0473,P028,2024-09-03,1,37817,37817,Net Banking
O03115,C0051,P087,2024-04-07,2,51232,102464,Cash
O03116,C0293,P044,2024-04-08,1,17510,17510,Cash
O03117,C0205,P070,2024-10-27,2,16768,33536,Cash
O03118,C0436,P066,2024-01-21,3,42028,126084,UPI
O03119,C0427,P022,2024-04-24,4,50304,201216,UPI
O03120,C0004,P086,2024-11-03,5,29458,147290,Net Banking
O03121,C0465,P050,2024-02-29,1,4614,4614,Net Banking
O03122,C0258,P026,2024-12-08,1,6322,6322,Card
O03123,C0417,P079,2024-01-14,3,54972,164916,UPI
O03124,C0485,P009,2024-01-29,4,35590,142360,Cash
O03125,C0042,P038,2024-06-13,5,5794,28970,UPI
O03126,C0233,P053,2024-11-18,2,57550,115100,Card
O03127,C0447,P075,2024-07-29,4,43078,172312,Card
O03128,C0026,P094,2024-11-22,3,15451,46353,Cash
O03129,C0139,P003,2024-08-14,4,29878,119512,Cash
O03130,C0201,P021,2024-08-17,1,47813,47813,Card
O03131,C0372,P052,2024-03-07,4,45000,180000,Card
O03132,C0177,P003,2024-02-17,5,53341,266705,Net Banking
O03133,C0372,P081,2024-01-25,4,26196,104784,Card
O03134,C0290,P090,2024-05-14,5,5377,26885,UPI
O03135,C0204,P068,2024-02-04,5,18222,91110,Card
O03136,C0102,P026,2024-02-15,4,16211,64844,Card
O03137,C0489,P041,2024-03-28,3,47852,143556,Card
O03138,C0177,P052,2024-10-05,1,31617,31617,UPI
O03139,C0238,P002,2024-03-25,2,56675,113350,UPI
O03140,C0041,P078,2024-07-13,2,1030,2060,UPI
O03141,C0113,P097,2024-09-19,4,16595,66380,Cash
O03142,C0068,P060,2024-10-20,4,36790,147160,Cash
O03143,C0193,P016,2024-08-17,2,15303,30606,UPI
O03144,C0457,P086,2024-06-06,5,20446,102230,Cash
O03145,C0304,P007,2024-10-23,2,57659,115318,Cash
O03146,C0025,P019,2024-09-18,4,20268,81072,UPI
O03147,C0499,P013,2024-05-25,4,19048,76192,UPI
O03148,C0122,P058,2024-05-08,2,45698,91396,UPI
O03149,C0204,P061,2024-03-13,5,8096,40480,Net Banking
O03150,C0380,P064,2024-04-05,5,12161,60805,UPI
O03151,C0008,P021,2024-09-08,1,58552,58552,Card
O03152,C0053,P081,2024-09-22,2,18111,36222,Net Banking
O03153,C0088,P074,2024-09-08,5,23291,116455,Net Banking
O03154,C0120,P098,2024-04-28,4,57792,231168,Card
O03155,C0449,P015,2024-10-05,5,12614,63070,Cash
O03156,C0210,P004,2024-10-20,3,16001,48003,Net Banking
O03157,C0492,P095,2024-12-25,1,33297,33297,Net Banking
O03158,C0207,P088,2024-09-01,1,30725,30725,UPI
O03159,C0207,P064,2024-09-22,2,27547,55094,Card
O03160,C0441,P002,2024-01-02,3,51104,153312,Net Banking
O03161,C0277,P019,2024-03-28,1,44182,44182,Card
O03162,C0115,P081,2024-12-11,3,22488,67464,Card
O03163,C0045,P051,2024-06-20,3,1972,5916,Net Banking
O03164,C0480,P014,2024-10-18,3,27537,82611,Card
O03165,C0376,P010,2024-03-30,5,43683,218415,UPI
O03166,C0293,P018,2024-07-22,3,38215,114645,Net Banking
O03167,C0387,P077,2024-10-29,1,37538,37538,Cash
O03168,C0121,P056,2024-10-04,5,40908,204540,Cash
O03169,C0402,P070,2024-03-05,1,11376,11376,UPI
O03170,C0436,P043,2024-12-20,1,40660,40660,Card
O03171,C0340,P070,2024-11-02,4,48132,192528,Cash
O03172,C0260,P038,2024-11-06,2,20538,41076,Cash
O03173,C0434,P095,2024-10-10,5,34567,172835,UPI
O03174,C0332,P011,2024-08-19,3,23726,71178,Net Banking
O03175,C0493,P097,2024-12-01,1,46565,46565,Net Banking
O03176,C0047,P046,2024-10-05,2,16419,32838,Net Banking
